# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D-SEM] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [SEM_RESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ALL_incremental1.out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D-SEM],current_mse_[D-SEM],mean_mse_[SEM_RESET],current_mse_[SEM_RESET],mean_mse_[HTR],current_mse_[HTR],mean_mse_[HTRA],current_mse_[HTRA],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D-SEM],testing_time_[D-SEM],total_running_time_[D-SEM],training_time_[SEM_RESET],testing_time_[SEM_RESET],total_running_time_[SEM_RESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
376999,0.156339,0.143871,0.154836,0.135884,0.160885,0.150511,0.152958,0.127327,0.118944,0.097004,0.118944,0.096999,154.691563,97.441894,252.133457,14.457396,82.868505,97.325901,159.734891,80.979439,240.714329,8.799020,81.579565,90.378585,83.570884,16.040330,99.611214,381.295991,13.363247,394.659237
377199,0.156335,0.148521,0.154842,0.165534,0.160893,0.176026,0.152958,0.153865,0.118942,0.113428,0.118941,0.113406,154.759560,97.484715,252.244275,14.458906,82.908041,97.366947,159.802323,81.018394,240.820717,8.811198,81.619277,90.430475,83.607343,16.047705,99.655047,381.477015,13.369451,394.846466
377399,0.156343,0.172118,0.154844,0.159927,0.160893,0.161909,0.152962,0.160159,0.118947,0.129919,0.118947,0.129912,154.823672,97.525272,252.348944,14.460478,82.945869,97.406347,159.873736,81.055698,240.929434,8.812402,81.656988,90.469389,83.653855,16.054890,99.708745,381.669725,13.375532,395.045256
377599,0.156334,0.138526,0.154826,0.121086,0.160877,0.130390,0.152960,0.148541,0.118937,0.099888,0.118936,0.099887,154.884584,97.561032,252.445616,14.479372,82.978779,97.458151,159.936721,81.087208,241.023929,8.814034,81.691062,90.505096,83.697070,16.062041,99.759111,381.874941,13.381595,395.256536
377799,0.156324,0.137570,0.154834,0.168554,0.160858,0.124755,0.152954,0.141663,0.118932,0.108592,0.118931,0.108587,154.955855,97.595543,252.551398,14.480607,83.010882,97.491489,160.000617,81.118623,241.119240,8.815494,81.723092,90.538586,83.723203,16.069030,99.792232,382.054618,13.387593,395.442212
377999,0.156311,0.132509,0.154820,0.128025,0.160842,0.131095,0.152937,0.121791,0.118922,0.100384,0.118921,0.100385,155.021691,97.642931,252.664622,14.481970,83.057575,97.539544,160.066862,81.158858,241.225720,8.817147,81.764202,90.581348,83.777556,16.076773,99.854329,382.262015,13.394026,395.656041
378199,0.156297,0.129307,0.154829,0.172194,0.160826,0.130383,0.152929,0.136623,0.118921,0.117452,0.118920,0.117448,155.090349,97.688381,252.778730,14.483558,83.099371,97.582929,160.134664,81.201887,241.336551,8.834516,81.805859,90.640375,83.805946,16.084509,99.890455,382.447171,13.400530,395.847701
378399,0.156286,0.134365,0.154821,0.139660,0.160811,0.131535,0.152921,0.139177,0.118912,0.101688,0.118911,0.101687,155.158506,97.735287,252.893793,14.485155,83.141924,97.627079,160.213964,81.243757,241.457721,8.835755,81.846440,90.682195,83.848681,16.091934,99.940614,382.643299,13.406792,396.050091
378599,0.156270,0.126095,0.154823,0.159228,0.160809,0.157050,0.152916,0.142905,0.118902,0.100050,0.118901,0.100058,155.234101,97.787785,253.021886,14.505121,83.183724,97.688845,160.286143,81.293008,241.579151,8.837474,81.888909,90.726383,83.875841,16.099715,99.975556,382.824990,13.413296,396.238286
378799,0.156260,0.137250,0.154814,0.137614,0.160790,0.125334,0.152918,0.155744,0.118892,0.099391,0.118891,0.099394,155.307329,97.825255,253.132584,14.506308,83.219546,97.725854,160.349503,81.327337,241.676840,8.838877,81.924942,90.763819,83.914132,16.106866,100.020997,383.014490,13.419347,396.433838
378999,0.156257,0.150890,0.154838,0.199549,0.160797,0.173177,0.152926,0.168664,0.118898,0.130252,0.118897,0.130246,155.372998,97.864555,253.237553,14.507763,83.254469,97.762232,160.416834,81.364295,241.781129,8.840567,81.962040,90.802607,83.966017,16.114487,100.080504,383.224037,13.425698,396.649735
379199,0.156277,0.195359,0.154835,0.149230,0.160786,0.141379,0.152923,0.146722,0.118903,0.129008,0.118902,0.129005,155.436509,97.901465,253.337974,14.509287,83.291984,97.801271,160.481238,81.401106,241.882345,8.854562,81.996913,90.851475,84.019995,16.122001,100.141996,383.428882,13.431976,396.860858
379399,0.156279,0.158551,0.154836,0.156894,0.160779,0.147439,0.152928,0.162655,0.118906,0.124034,0.118905,0.124024,155.507539,97.943253,253.450792,14.510905,83.334101,97.845006,160.558070,81.441583,241.999653,8.855783,82.036673,90.892456,84.082910,16.129730,100.212641,383.650601,13.438505,397.089106
379599,0.156286,0.171254,0.154841,0.165358,0.160776,0.155169,0.152945,0.185881,0.118905,0.117136,0.118904,0.117134,155.578734,97.987679,253.566413,14.531468,83.375387,97.906855,160.630335,81.482499,242.112833,8.857190,82.084806,90.941996,84.107966,16.137102,100.245068,383.828332,13.444519,397.272851
379799,0.156300,0.182301,0.154856,0.183232,0.160789,0.184168,0.152962,0.184717,0.118913,0.134261,0.118912,0.134255,155.664568,98.053947,253.718515,14.532726,83.425670,97.958396,160.709441,81.531120,242.240561,8.859061,82.135816,90.994877,84.158931,16.145303,100.304235,384.032880,13.451168,397.484048
379999,0.156297,0.151081,0.154860,0.161558,0.160767,0.119162,0.152957,0.142813,0.118900,0.093712,0.118899,0.093709,155.759048,98.115185,253.874233,14.534570,83.477983,98.012553,160.796183,81.582055,242.378237,8.862614,82.183271,91.045885,84.212149,16.155161,100.367310,384.236137,13.458578,397.694715
380199,0.156294,0.150275,0.154848,0.132410,0.160740,0.109547,0.152935,0.111522,0.118886,0.093412,0.118886,0.093414,155.826792,98.156772,253.983563,14.536288,83.517293,98.053581,160.867312,81.621204,242.488516,8.876101,82.222212,91.098313,84.273841,16.162410,100.436251,384.449764,13.464719,397.914483
380399,0.156285,0.138960,0.154850,0.158129,0.160721,0.125918,0.152926,0.136616,0.118876,0.098679,0.118875,0.098689,155.889105,98.197883,254.086987,14.537857,83.556619,98.094476,160.940245,81.657527,242.597772,8.883264,82.259910,91.143173,84.316239,16.169498,100.485737,384.635691,13.470742,398.106433
380599,0.156280,0.146027,0.154862,0.178875,0.160705,0.128910,0.152914,0.129059,0.118873,0.112826,0.118872,0.112841,155.949996,98.234923,254.184919,14.558616,83.590557,98.149173,161.001510,81.692149,242.693659,8.884702,82.292652,91.177354,84.355087,16.176805,100.531892,384.819084,13.476966,398.296051
380799,0.156280,0.156010,0.154877,0.182346,0.160708,0.165935,0.152922,0.168988,0.118870,0.114806,0.118870,0.114804,156.027945,98.274467,254.302412,14.559859,83.625899,98.185757,161.065350,81.726850,242.792201,8.886212,82.328215,91.214427,84.394081,16.184282,100.578363,385.014526,13.483331,398.497857
380999,0.156275,0.146698,0.154875,0.151292,0.160693,0.132200,0.152915,0.139980,0.118863,0.104156,0.118862,0.104160,156.109278,98.325281,254.434559,14.561558,83.673564,98.235122,161.139400,81.769272,242.908672,8.888313,82.383671,91.271983,84.437483,16.192852,100.630336,385.226196,13.490441,398.716637
381199,0.156275,0.157178,0.154872,0.149058,0.160683,0.142648,0.152919,0.159386,0.118859,0.111365,0.118858,0.111365,156.170606,98.362211,254.532817,14.563058,83.708451,98.271509,161.204339,81.803150,243.007489,8.903506,82.417285,91.320791,84.473771,16.199916,100.673687,385.416969,13.496477,398.913445
381399,0.156276,0.158915,0.154858,0.128691,0.160669,0.134659,0.152931,0.176145,0.118857,0.116238,0.118857,0.116235,156.248392,98.406280,254.654672,14.564885,83.752239,98.317125,161.286847,81.848895,243.135742,8.904819,82.463441,91.368260,84.500827,16.207595,100.708422,385.604478,13.502885,399.107364
381599,0.156279,0.160716,0.154866,0.169485,0.160658,0.138580,0.152944,0.177443,0.118854,0.112552,0.118853,0.112553,156.314499,98.448411,254.762910,14.591543,83.791642,98.383186,161.353871,81.888456,243.242327,8.907599,82.502514,91.410113,84.525830,16.214627,100.740457,385.772153,13.508877,399.281031
381799,0.156281,0.160249,0.154870,0.163957,0.160654,0.152826,0.152953,0.169779,0.118849,0.109877,0.118849,0.109931,156.409528,98.504900,254.914429,14.592831,83.842934,98.435765,162.787830,81.936686,244.724516,8.909668,82.553908,91.463576,84.564291,16.223004,100.787295,385.975844,13.515771,399.491616
381999,0.156285,0.164508,0.154887,0.186679,0.160644,0.142391,0.152953,0.153622,0.118844,0.109322,0.118844,0.109316,156.478612,98.546658,255.025270,14.594418,83.881188,98.475606,162.857028,81.973072,244.830100,8.911674,82.591421,91.503096,84.593707,16.231336,100.825043,386.168611,13.522698,399.691309
382199,0.156272,0.131418,0.154887,0.153818,0.160625,0.123984,0.152952,0.151946,0.118837,0.103860,0.118836,0.103862,156.537306,98.582879,255.120185,14.595872,83.913221,98.509093,162.916718,82.006653,244.923371,8.924853,82.623138,91.547990,84.633140,16.238529,100.871670,386.367964,13.528848,399.896812
382399,0.156257,0.127360,0.154882,0.145888,0.160607,0.125863,0.152944,0.137010,0.118827,0.100438,0.118826,0.100438,156.604069,98.624050,255.228119,14.597602,83.950509,98.548112,162.996201,82.043820,245.040021,8.926167,82.662538,91.588705,84.660902,16.246284,100.907186,386.551066,13.535314,400.086380
382599,0.156257,0.157130,0.154889,0.168576,0.160594,0.135410,0.152949,0.162293,0.118834,0.132231,0.118833,0.132223,156.665343,98.660834,255.326177,14.621882,83.983034,98.604916,163.057268,82.075889,245.133157,8.928076,82.694735,91.622811,84.721548,16.253062,100.974610,386.764734,13.541165,400.305898
382799,0.156251,0.143717,0.154887,0.151550,0.160599,0.170245,0.152956,0.166525,0.118827,0.105035,0.118826,0.105071,156.771244,98.718070,255.489314,14.623336,84.031981,98.655318,163.152321,82.125848,245.278169,8.929921,82.750083,91.680005,84.775807,16.262394,101.038201,386.985238,13.548696,400.533934
382999,0.156241,0.137828,0.154883,0.147158,0.160579,0.122508,0.152948,0.136824,0.118822,0.110031,0.118821,0.110035,156.859154,98.875131,255.734285,14.625277,84.104539,98.729815,163.236818,82.180676,245.417495,8.931993,82.802215,91.734208,84.840950,16.271405,101.112354,387.220155,13.556113,400.776267
383199,0.156234,0.142194,0.154886,0.160323,0.160568,0.139476,0.152943,0.144130,0.118817,0.108590,0.118816,0.108573,156.931490,98.921454,255.852944,14.626998,84.144025,98.771023,163.308357,82.226527,245.534884,8.945693,82.844441,91.790135,84.896804,16.279872,101.176676,387.431390,13.563124,400.994514
383399,0.156243,0.173955,0.154908,0.197854,0.160568,0.160863,0.152946,0.159348,0.118810,0.105187,0.118809,0.105206,157.025040,98.977156,256.002196,14.629104,84.197342,98.826446,163.410811,82.277249,245.688060,8.947284,82.898153,91.845437,84.928489,16.289337,101.217826,387.636703,13.570670,401.207372
383599,0.156240,0.150411,0.154909,0.156417,0.160550,0.126157,0.152925,0.112272,0.118799,0.097580,0.118798,0.097576,157.106812,99.026430,256.133241,14.651864,84.246141,98.898005,163.490011,82.321048,245.811059,8.948902,82.944566,91.893468,84.957574,16.297956,101.255530,387.822729,13.577809,401.400538
383799,0.156253,0.180580,0.154912,0.159757,0.160539,0.138545,0.152926,0.155230,0.118785,0.093110,0.118784,0.093125,157.208799,99.073910,256.282709,14.653167,84.291964,98.945131,163.574219,82.367469,245.941687,8.950552,82.995539,91.946091,84.998162,16.306601,101.304763,388.020543,13.584919,401.605463
383999,0.156246,0.142875,0.154909,0.150420,0.160522,0.129421,0.152920,0.141426,0.118790,0.127097,0.118789,0.127104,157.273483,99.116605,256.390088,14.654456,84.330402,98.984857,163.638224,82.404765,246.042988,8.952082,83.033329,91.985411,85.034928,16.313745,101.348672,388.216523,13.590974,401.807497
384199,0.156249,0.161525,0.154914,0.164588,0.160505,0.128129,0.152902,0.118728,0.118781,0.102985,0.118781,0.102973,157.339602,99.156620,256.496222,14.656012,84.367628,99.023641,163.704045,82.442387,246.146432,8.968254,83.073183,92.041437,85.060251,16.320927,101.381178,388.388968,13.597120,401.986088
384399,0.156260,0.177536,0.154916,0.157586,0.160496,0.142030,0.152912,0.170617,0.118784,0.124302,0.118783,0.124295,157.406254,99.199733,256.605987,14.657622,84.407438,99.065060,163.785562,82.481450,246.267012,8.969470,83.114289,92.083760,85.086082,16.328370,101.414452,388.565977,13.603350,402.169327
384599,0.156269,0.174114,0.154921,0.164208,0.160491,0.150526,0.152903,0.136924,0.118780,0.111211,0.118779,0.111203,157.492967,99.258557,256.751524,14.753260,84.460134,99.213394,163.860539,82.536142,246.396681,8.971016,83.165337,92.136353,85.127139,16.336615,101.463755,388.759032,13.610058,402.369089
384799,0.156271,0.159659,0.154907,0.128689,0.160475,0.130871,0.152892,0.131723,0.118766,0.090434,0.118765,0.090440,157.573401,99.295599,256.868999,14.754517,84.494983,99.249500,163.924019,82.570930,246.494949,8.972830,83.201046,92.173876,85.165629,16.344298,101.509927,388.954647,13.616556,402.571203
384999,0.156284,0.181335,0.154905,0.150480,0.160477,0.163395,0.152892,0.151826,0.118766,0.118958,0.118765,0.118947,157.632929,99.330797,256.963726,14.755804,84.528121,99.283925,163.985697,82.603047,246.588744,8.974381,83.233039,92.207420,85.212064,16.351314,101.563378,389.148933,13.622552,402.771484
385199,0.156306,0.200060,0.154900,0.145798,0.160476,0.158392,0.152909,0.185694,0.118771,0.129731,0.118771,0.129715,157.698270,99.370017,257.068287,14.757291,84.563491,99.320782,164.053040,82.639423,246.692463,8.988485,83.269204,92.257689,85.238186,16.358579,101.596765,389.336709,13.628808,402.965517
385399,0.156304,0.150951,0.154893,0.141159,0.160477,0.162280,0.152916,0.167350,0.118774,0.124014,0.118773,0.124032,157.777370,99.428593,257.205962,14.759087,84.627846,99.386933,164.148879,82.691309,246.840187,8.989776,83.311726,92.301502,85.265128,16.366443,101.631571,389.516051,13.635208,403.151259
385599,0.156291,0.132743,0.154883,0.136695,0.160464,0.136182,0.152914,0.148816,0.118760,0.091888,0.118759,0.091888,157.838666,99.464281,257.302947,14.773728,84.661186,99.434914,164.210829,82.725063,246.935892,8.991341,83.345027,92.336368,85.306754,16.374025,101.680779,389.715748,13.641612,403.357360
385799,0.156286,0.146314,0.154875,0.139140,0.160445,0.123076,0.152895,0.114863,0.118748,0.095346,0.118747,0.095344,157.916180,99.504125,257.420305,14.774872,84.697122,99.471994,164.273435,82.760384,247.033819,8.993371,83.382836,92.376207,85.332728,16.381146,101.713874,389.894756,13.647730,403.542486
385999,0.156285,0.154547,0.154860,0.124746,0.160427,0.125939,0.152898,0.159766,0.118740,0.102538,0.118739,0.102532,158.180241,99.994429,258.174671,14.780353,84.840129,99.620483,164.515471,83.083383,247.598854,8.996735,83.580206,92.576941,85.710106,16.440416,102.150523,390.402754,13.670776,404.073530
386199,0.156283,0.151899,0.154869,0.173053,0.160428,0.162560,0.152911,0.178553,0.118744,0.127312,0.118743,0.127302,158.303521,100.208086,258.511606,14.787702,84.928244,99.715946,164.645935,83.173869,247.819804,9.026975,83.662879,92.689854,86.725136,16.498727,103.223862,392.026067,13.707270,405.733337
386399,0.156282,0.154361,0.154862,0.141475,0.160421,0.147233,0.152902,0.134122,0.118732,0.095333,0.118731,0.095322,158.428837,100.530629,258.959467,14.794442,85.025675,99.820116,164.754508,83.258404,248.012911,9.032169,83.736107,92.768276,87.379501,16.547378,103.926879,392.866161,13.746617,406.612778
386599,0.156295,0.181822,0.154872,0.174014,0.160426,0.169840,0.152912,0.172769,0.118743,0.140324,0.118742,0.140327,158.523867,100.682181,259.206048,14.814087,85.102252,99.916339,164.851085,83.316544,248.167629,9.034400,83.792907,92.827308,87.517377,16.557483,104.074860,393.158907,13.754696,406.913603
386799,0.156299,0.163743,0.154867,0.144287,0.160409,0.128368,0.152921,0.170616,0.118745,0.121757,0.118744,0.121796,158.693582,100.924380,259.617962,14.816490,85.267901,100.084391,164.985963,83.425318,248.411281,9.038288,83.866021,92.904308,87.569515,16.567072,104.136586,393.360800,13.762180,407.122980
386999,0.156294,0.146536,0.154867,0.155626,0.160413,0.167646,0.152925,0.160991,0.118740,0.110222,0.118739,0.110214,158.804120,101.015215,259.819335,14.818218,85.354826,100.173043,165.102104,83.497105,248.599209,9.041296,83.953656,92.994951,87.636422,16.577024,104.213447,393.562490,13.770010,407.332500
387199,0.156311,0.189434,0.154864,0.148342,0.160413,0.159897,0.152933,0.168724,0.118751,0.140171,0.118750,0.140173,158.889914,101.068265,259.958178,14.820110,85.406718,100.226828,165.187795,83.551173,248.738968,9.060219,84.012050,93.072269,87.676537,16.586942,104.263479,393.767769,13.777720,407.545489
387399,0.156323,0.178244,0.154856,0.139216,0.160392,0.119421,0.152932,0.150944,0.118747,0.110705,0.118746,0.110715,158.986759,101.135101,260.121861,14.822194,85.466525,100.288718,165.297688,83.612434,248.910122,9.062791,84.074320,93.137111,87.718880,16.596328,104.315209,393.970628,13.784961,407.755589
387599,0.156336,0.181750,0.154852,0.147045,0.160384,0.146207,0.152923,0.134615,0.118739,0.103680,0.118739,0.103675,159.068410,101.196129,260.264539,14.843249,85.521839,100.365088,165.379986,83.665570,249.045556,9.064539,84.127715,93.192254,87.773441,16.605641,104.379082,394.173552,13.791867,407.965419
387799,0.156338,0.160204,0.154862,0.176016,0.160389,0.170311,0.152925,0.157109,0.118741,0.121018,0.118740,0.121024,159.177904,101.262404,260.440308,14.844712,85.587567,100.432278,165.474788,83.736721,249.211509,9.066653,84.193158,93.259811,87.802653,16.615512,104.418165,394.365602,13.799273,408.164874
387999,0.156347,0.174307,0.154872,0.173145,0.160392,0.164768,0.152938,0.178116,0.118740,0.116761,0.118739,0.116762,159.263867,101.325678,260.589545,14.846424,85.637773,100.484197,165.569056,83.787748,249.356804,9.068748,84.256547,93.325295,87.848369,16.624897,104.473265,394.571823,13.806872,408.378695
388199,0.156356,0.172982,0.154863,0.137463,0.160397,0.170524,0.152944,0.164479,0.118729,0.097450,0.118728,0.097450,159.349718,101.383943,260.733660,14.848298,85.695215,100.543513,165.655767,83.847243,249.503010,9.106859,84.315078,93.421937,87.900333,16.633759,104.534092,394.780162,13.814070,408.594231
388399,0.156349,0.143888,0.154873,0.174954,0.160395,0.156806,0.152952,0.168960,0.118726,0.114119,0.118725,0.114120,159.435944,101.442078,260.878022,14.850185,85.756134,100.606319,165.763675,83.904490,249.668165,9.109779,84.369166,93.478945,87.940066,16.642382,104.582447,394.983413,13.821071,408.804484
388599,0.156352,0.161045,0.154877,0.162888,0.160392,0.153522,0.152951,0.150759,0.118725,0.116299,0.118724,0.116296,159.516502,101.495144,261.011646,14.868461,85.802350,100.670811,165.835160,83.953024,249.788185,9.111981,84.451078,93.563059,87.967347,16.650391,104.617737,395.169461,13.827729,408.997190
388799,0.156369,0.190685,0.154881,0.160948,0.160395,0.166488,0.152955,0.159902,0.118718,0.105578,0.118717,0.105610,159.610028,101.546655,261.156683,14.869801,85.919404,100.789205,165.915736,83.998948,249.914684,9.113570,84.497308,93.610878,87.995611,16.658842,104.654453,395.349991,13.834733,409.184724
388999,0.156374,0.166163,0.154896,0.184452,0.160374,0.119549,0.152957,0.157506,0.118709,0.100234,0.118708,0.100229,159.668796,101.581860,261.250656,14.871082,85.951765,100.822846,165.974924,84.030904,250.005828,9.115306,84.529918,93.645225,88.021064,16.665888,104.686952,395.524651,13.840797,409.365448
389199,0.156375,0.158137,0.154896,0.155953,0.160381,0.175537,0.152961,0.160311,0.118701,0.103011,0.118700,0.103022,159.742071,101.623286,261.365356,14.872687,85.990039,100.862726,166.041826,84.073687,250.115513,9.131345,84.569587,93.700932,88.083328,16.673394,104.756722,395.742673,13.847137,409.589810
389399,0.156406,0.217284,0.154897,0.155497,0.160381,0.158616,0.152967,0.165506,0.118708,0.132974,0.118707,0.132969,159.807027,101.661420,261.468447,14.874349,86.025781,100.900130,166.125355,84.109482,250.234837,9.132625,84.605767,93.738391,88.109729,16.680801,104.790529,395.925050,13.853409,409.778459
389599,0.156406,0.155688,0.154903,0.167169,0.160378,0.154570,0.152972,0.163022,0.118711,0.123870,0.118710,0.123852,159.879730,101.700436,261.580166,14.892411,86.063400,100.955810,166.200328,84.144739,250.345067,9.134977,84.641725,93.776701,88.166357,16.688570,104.854927,396.153927,13.859907,410.013834
389799,0.156408,0.159573,0.154896,0.142104,0.160375,0.155877,0.152966,0.140355,0.118703,0.103319,0.118702,0.103318,160.018713,101.757225,261.775938,14.893796,86.126762,101.020558,166.277778,84.194598,250.472376,9.136898,84.690726,93.827624,88.204068,16.697411,104.901479,396.350266,13.867094,410.217359
389999,0.156422,0.185107,0.154899,0.159574,0.160382,0.172601,0.152984,0.189034,0.118702,0.117182,0.118701,0.117169,160.080270,101.796118,261.876389,14.895059,86.162744,101.057803,166.342420,84.230255,250.572675,9.138521,84.725513,93.864034,88.229244,16.704533,104.933777,396.526495,13.873218,410.399713
390199,0.156408,0.128337,0.154893,0.143983,0.160370,0.137747,0.152978,0.141075,0.118695,0.104539,0.118694,0.104541,160.203349,101.874694,262.078043,14.896784,86.234032,101.130815,166.506521,84.294117,250.800638,9.157492,84.780384,93.937876,88.258765,16.713296,104.972061,396.709957,13.880272,410.590229
390399,0.156409,0.157476,0.154894,0.157239,0.160354,0.128993,0.152983,0.161234,0.118700,0.128458,0.118699,0.128458,160.308878,101.975932,262.284810,14.899338,86.297557,101.196895,166.643871,84.359022,251.002892,9.159415,84.849241,94.008656,88.330423,16.723985,105.054408,396.991056,13.889526,410.880582
