# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D-SEM] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [SEM_RESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ALL_incremental1.out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D-SEM],current_mse_[D-SEM],mean_mse_[SEM_RESET],current_mse_[SEM_RESET],mean_mse_[HTR],current_mse_[HTR],mean_mse_[HTRA],current_mse_[HTRA],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D-SEM],testing_time_[D-SEM],total_running_time_[D-SEM],training_time_[SEM_RESET],testing_time_[SEM_RESET],total_running_time_[SEM_RESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
360599,0.156387,0.141445,0.154790,0.153577,0.161008,0.169292,0.153081,0.154053,0.119165,0.136419,0.119164,0.136426,147.858811,92.520005,240.378816,13.451343,78.856817,92.308160,152.844876,77.099214,229.944089,8.376178,77.773983,86.150161,76.093333,15.169754,91.263087,361.327738,12.574095,373.901833
360799,0.156382,0.146835,0.154797,0.166663,0.161021,0.184218,0.153081,0.154371,0.119170,0.127627,0.119169,0.127611,147.951091,92.564601,240.515691,13.452942,78.898304,92.351246,152.922992,77.141273,230.064265,8.378139,77.816199,86.194338,76.124389,15.179233,91.303622,361.557856,12.582046,374.139902
360999,0.156366,0.128745,0.154803,0.166141,0.161001,0.124188,0.153097,0.182303,0.119173,0.124429,0.119172,0.124432,148.027023,92.609405,240.636428,13.454780,78.940279,92.395059,152.998396,77.182742,230.181138,8.380143,77.857661,86.237804,76.167365,15.188027,91.355392,361.789414,12.589539,374.378953
361199,0.156355,0.135081,0.154802,0.153819,0.160987,0.136965,0.153113,0.180627,0.119171,0.114951,0.119170,0.114944,148.107082,92.658762,240.765844,13.458272,78.986859,92.445130,153.076329,77.228547,230.304876,8.406449,77.903495,86.309944,76.198301,15.197645,91.395946,362.016578,12.597552,374.614130
361399,0.156358,0.162369,0.154802,0.154002,0.160984,0.154741,0.153115,0.156955,0.119174,0.125684,0.119173,0.125688,148.181864,92.701514,240.883378,13.460226,79.026725,92.486951,153.163789,77.267536,230.431326,8.407977,77.941979,86.349956,76.230445,15.206727,91.437172,362.248782,12.605394,374.854176
361599,0.156362,0.164248,0.154812,0.173515,0.160996,0.183405,0.153125,0.171761,0.119181,0.132369,0.119181,0.132359,148.257323,92.745959,241.003282,13.488791,79.068518,92.557308,153.240329,77.308465,230.548794,8.409842,77.983782,86.393624,76.275136,15.215664,91.490801,362.472685,12.612966,375.085651
361799,0.156360,0.152754,0.154820,0.168701,0.160983,0.137044,0.153125,0.152583,0.119182,0.120525,0.119181,0.120524,148.347671,92.789136,241.136807,13.490358,79.108632,92.598991,153.315742,77.347492,230.663235,8.412013,78.024061,86.436074,76.305967,15.224814,91.530781,362.704652,12.620743,375.325394
361999,0.156352,0.141769,0.154810,0.136043,0.160960,0.119259,0.153119,0.141837,0.119183,0.120259,0.119182,0.120253,148.422283,92.834388,241.256671,13.493200,79.150377,92.643577,153.390977,77.388742,230.779720,8.414006,78.065921,86.479927,76.335476,15.233872,91.569348,362.919948,12.628440,375.548387
362199,0.156349,0.150490,0.154810,0.155332,0.160970,0.178375,0.153133,0.180046,0.119183,0.119466,0.119182,0.119471,148.499981,92.883017,241.382998,13.495589,79.195716,92.691305,153.472208,77.433475,230.905683,8.434984,78.109988,86.544973,76.387263,15.243126,91.630389,363.161987,12.636273,375.798260
362399,0.156343,0.146152,0.154819,0.171996,0.160963,0.148874,0.153136,0.158629,0.119175,0.104388,0.119174,0.104387,148.573656,92.925787,241.499443,13.497464,79.235460,92.732925,153.565824,77.472426,231.038250,8.436497,78.148982,86.585480,76.417889,15.252224,91.670112,363.394475,12.644035,376.038511
362599,0.156318,0.109427,0.154807,0.131655,0.160950,0.136784,0.153123,0.128852,0.119162,0.095468,0.119161,0.095482,148.647385,92.967896,241.615281,13.525801,79.274927,92.800728,153.639611,77.510653,231.150264,8.438269,78.187115,86.625384,76.449338,15.261174,91.710511,363.644626,12.651748,376.296374
362799,0.156318,0.156706,0.154805,0.152198,0.160941,0.145366,0.153136,0.176010,0.119158,0.112935,0.119157,0.112931,148.737524,93.017877,241.755401,13.527256,79.321737,92.848993,153.716310,77.558176,231.274486,8.440180,78.234275,86.674455,76.480613,15.270092,91.750705,363.850980,12.659080,376.510060
362999,0.156317,0.155324,0.154798,0.142375,0.160931,0.142379,0.153139,0.159490,0.119151,0.106084,0.119150,0.106082,148.809691,93.059857,241.869549,13.528984,79.359705,92.888689,153.789515,77.596290,231.385806,8.442153,78.271853,86.714006,77.784085,15.279005,93.063090,364.121844,12.666635,376.788479
363199,0.156316,0.153783,0.154801,0.160632,0.160925,0.150207,0.153144,0.162534,0.119151,0.119477,0.119150,0.119476,148.888922,93.111633,242.000555,13.530845,79.406983,92.937828,153.869179,77.646595,231.515774,8.461261,78.322813,86.784074,77.818631,15.288564,93.107195,364.337187,12.674599,377.011786
363399,0.156305,0.137321,0.154797,0.146984,0.160917,0.147210,0.153143,0.150351,0.119140,0.098319,0.119139,0.098318,148.973814,93.176859,242.150673,13.532764,79.456721,92.989485,153.966837,77.695542,231.662379,8.462757,78.369501,86.832258,77.875332,15.297716,93.173048,364.575910,12.682016,377.257926
363599,0.156318,0.178666,0.154800,0.160397,0.160925,0.174617,0.153178,0.217951,0.119136,0.112937,0.119136,0.112933,149.056184,93.231872,242.288055,13.559074,79.512422,93.071495,154.049726,77.745686,231.795412,8.464541,78.422573,86.887114,77.921302,15.306375,93.227677,364.796389,12.689072,377.485461
363799,0.156321,0.162907,0.154810,0.172432,0.160921,0.153022,0.153182,0.158772,0.119138,0.122721,0.119137,0.122721,149.156813,93.287913,242.444726,13.560660,79.563710,93.124371,154.137209,77.797380,231.934589,8.466701,78.474019,86.940720,77.953404,15.315710,93.269115,365.007073,12.696539,377.703611
363999,0.156324,0.161964,0.154818,0.169388,0.160913,0.147149,0.153184,0.157268,0.119138,0.119016,0.119137,0.119024,149.235409,93.338163,242.573572,13.562361,79.613722,93.176084,154.217027,77.841478,232.058505,8.468759,78.517761,86.986520,77.997538,15.324979,93.322517,365.233104,12.704168,377.937272
364199,0.156332,0.169650,0.154814,0.147391,0.160900,0.137683,0.153180,0.146557,0.119133,0.108749,0.119132,0.108742,149.316551,93.383690,242.700242,13.564315,79.656624,93.220939,154.295492,77.884041,232.179533,8.487851,78.561540,87.049391,78.028286,15.334129,93.362414,365.456184,12.711928,378.168113
364399,0.156330,0.153009,0.154844,0.209775,0.160908,0.174882,0.153197,0.184589,0.119138,0.129825,0.119138,0.129829,149.398380,93.438205,242.836585,13.566771,79.705420,93.272192,154.396833,77.932461,232.329294,8.489446,78.607480,87.096926,78.061573,15.343354,93.404927,365.683810,12.719726,378.403537
364599,0.156326,0.148967,0.154853,0.170462,0.160905,0.155633,0.153205,0.167834,0.119131,0.104941,0.119130,0.104943,149.475607,93.482228,242.957835,13.596853,79.747171,93.344024,154.474919,77.973074,232.447993,8.491524,78.648099,87.139623,78.120894,15.352407,93.473301,365.932524,12.727321,378.659845
364799,0.156322,0.150166,0.154857,0.162995,0.160907,0.163769,0.153223,0.186088,0.119134,0.125141,0.119133,0.125126,149.561152,93.525572,243.086724,13.598312,79.786875,93.385187,154.547898,78.011581,232.559480,8.493234,78.687410,87.180644,78.165170,15.360938,93.526108,366.157717,12.734561,378.892279
364999,0.156320,0.151396,0.154856,0.152867,0.160911,0.169100,0.153220,0.147278,0.119128,0.107509,0.119127,0.107503,149.716538,93.683283,243.399821,13.603679,79.890703,93.494382,154.722029,78.109973,232.832002,8.501649,78.777313,87.278962,78.552236,15.410351,93.962588,366.709908,12.781824,379.491732
365199,0.156313,0.143809,0.154866,0.173309,0.160909,0.157263,0.153230,0.171360,0.119133,0.129727,0.119133,0.129724,149.830266,93.829189,243.659455,13.608253,79.984173,93.592427,154.834535,78.186592,233.021126,8.537041,78.861520,87.398560,79.086151,15.436953,94.523104,367.603451,12.835700,380.439151
365399,0.156300,0.133121,0.154856,0.137168,0.160897,0.138985,0.153225,0.144697,0.119120,0.094205,0.119119,0.094217,149.945674,93.950441,243.896115,13.612184,80.053373,93.665557,154.959082,78.280628,233.239710,8.539475,78.922362,87.461836,79.401025,15.453487,94.854511,368.162054,12.854117,381.016172
365599,0.156294,0.144369,0.154864,0.168722,0.160899,0.164809,0.153242,0.182610,0.119123,0.125699,0.119122,0.125717,150.178963,94.468088,244.647051,14.031141,80.337653,94.368794,155.247150,78.486369,233.733518,8.545051,79.064905,87.609956,80.057228,15.550111,95.607339,369.304943,12.943675,382.248618
365799,0.156298,0.163379,0.154858,0.144335,0.160893,0.149188,0.153235,0.140534,0.119115,0.103770,0.119114,0.103754,150.334388,94.555797,244.890186,14.032703,80.409292,94.441995,155.348633,78.552651,233.901284,8.547146,79.145497,87.692643,80.121106,15.560898,95.682004,369.516206,12.951993,382.468198
365999,0.156285,0.133214,0.154858,0.153691,0.160888,0.151484,0.153233,0.149829,0.119114,0.117182,0.119113,0.117186,150.445869,94.630610,245.076479,14.036576,80.476592,94.513167,155.455770,78.626385,234.082155,8.552396,79.214323,87.766719,80.165065,15.571422,95.736487,369.703128,12.960182,382.663310
366199,0.156286,0.158908,0.154867,0.171916,0.160885,0.156165,0.153231,0.149415,0.119113,0.117727,0.119112,0.117730,150.585193,94.768483,245.353676,14.039567,80.557087,94.596654,155.595183,78.727818,234.323002,8.627827,79.298203,87.926030,80.232761,15.581931,95.814692,369.949838,12.967964,382.917802
366399,0.156296,0.174063,0.154875,0.169217,0.160891,0.171684,0.153231,0.153354,0.119121,0.133557,0.119120,0.133561,150.713805,94.942118,245.655923,14.042741,80.646285,94.689026,155.737497,78.796272,234.533769,8.629674,79.368193,87.997867,80.824601,15.600820,96.425421,370.690871,12.999784,383.690655
366599,0.156300,0.163877,0.154872,0.150111,0.160890,0.158248,0.153230,0.151474,0.119117,0.112195,0.119116,0.112119,150.817359,95.060867,245.878226,14.102843,80.720693,94.823536,155.846529,78.864419,234.710948,8.631676,79.434565,88.066240,81.475391,15.632892,97.108283,371.226424,13.023864,384.250289
366799,0.156289,0.136220,0.154870,0.151464,0.160881,0.144357,0.153220,0.135855,0.119110,0.106108,0.119109,0.106118,150.961802,95.151928,246.113729,14.104419,80.787975,94.892394,155.959597,78.945597,234.905194,8.633637,79.513728,88.147365,81.520308,15.642794,97.163102,371.426861,13.031706,384.458567
366999,0.156305,0.184681,0.154878,0.169098,0.160886,0.171439,0.153211,0.136189,0.119114,0.125349,0.119113,0.125349,151.064461,95.221875,246.286336,14.106198,80.851200,94.957399,156.065911,79.008264,235.074175,8.635520,79.594407,88.229927,81.548997,15.652459,97.201456,371.606680,13.039267,384.645947
367199,0.156312,0.169049,0.154905,0.203571,0.160895,0.176703,0.153212,0.154773,0.119122,0.134099,0.119121,0.134103,151.136318,95.264976,246.401294,14.107880,80.893602,95.001482,156.135077,79.050931,235.186008,8.644324,79.636610,88.280934,81.575475,15.660042,97.235517,371.789707,13.045653,384.835360
367399,0.156319,0.169072,0.154925,0.192821,0.160916,0.199375,0.153223,0.173684,0.119143,0.157807,0.119142,0.157784,151.212018,95.319041,246.531059,14.109769,80.934093,95.043862,156.232298,79.094555,235.326853,8.645670,79.678025,88.323695,81.652378,15.668222,97.320600,372.018081,13.052411,385.070492
367599,0.156313,0.145157,0.154927,0.158963,0.160920,0.168643,0.153213,0.133987,0.119134,0.103831,0.119134,0.103825,151.282768,95.367105,246.649872,14.133792,80.972178,95.105969,156.302610,79.134547,235.437157,8.647997,79.714991,88.362988,81.681036,15.676395,97.357432,372.200216,13.059154,385.259370
367799,0.156308,0.148497,0.154922,0.145095,0.160912,0.146821,0.153195,0.121460,0.119121,0.095194,0.119121,0.095198,151.374277,95.425770,246.800046,14.135076,81.028337,95.163413,156.384755,79.181340,235.566095,8.649709,79.763832,88.413541,81.724928,15.684272,97.409200,372.391038,13.065659,385.456697
367999,0.156305,0.150291,0.154924,0.159424,0.160913,0.161598,0.153198,0.159080,0.119122,0.120268,0.119121,0.120282,151.451207,95.474356,246.925564,14.136668,81.072455,95.209123,156.464857,79.226379,235.691236,8.651531,79.810436,88.461967,81.762666,15.692612,97.455277,372.584044,13.072340,385.656384
368199,0.156296,0.140383,0.154932,0.169589,0.160905,0.147027,0.153184,0.126835,0.119124,0.122117,0.119123,0.122109,151.515728,95.513695,247.029423,14.138284,81.107675,95.245959,156.530840,79.261395,235.792236,8.659662,79.845952,88.505614,81.788097,15.699889,97.487986,372.767893,13.078583,385.846475
368399,0.156275,0.116161,0.154923,0.137949,0.160891,0.135122,0.153173,0.131812,0.119113,0.099077,0.119112,0.099076,151.595949,95.574368,247.170317,14.140335,81.156555,95.296890,156.628193,79.309689,235.937882,8.661007,79.892620,88.553627,81.827934,15.708173,97.536107,372.962258,13.085336,386.047593
368599,0.156274,0.155083,0.154919,0.146836,0.160886,0.151684,0.153167,0.142223,0.119106,0.107190,0.119105,0.107194,151.669535,95.627730,247.297264,14.250235,81.203328,95.453563,156.699484,79.351440,236.050924,8.663259,79.937627,88.600885,81.871008,15.716843,97.587850,373.161170,13.092281,386.253450
368799,0.156271,0.150993,0.154911,0.140310,0.160883,0.154028,0.153155,0.132260,0.119106,0.118812,0.119105,0.118815,151.756806,95.683927,247.440734,14.251482,81.249083,95.500564,156.777973,79.392815,236.170788,8.665427,79.998452,88.663879,81.921303,15.724962,97.646265,373.351740,13.098863,386.450604
368999,0.156280,0.173012,0.154913,0.159054,0.160874,0.144671,0.153150,0.143175,0.119102,0.112290,0.119102,0.112294,151.817132,95.723026,247.540159,14.252877,81.286039,95.538917,156.839768,79.428552,236.268320,8.667001,80.034711,88.701712,81.956543,15.731702,97.688245,373.536894,13.104668,386.641562
369199,0.156284,0.163331,0.154914,0.155918,0.160880,0.172336,0.153137,0.129097,0.119093,0.101620,0.119092,0.101599,151.880773,95.762109,247.642883,14.255346,81.323011,95.578357,156.905533,79.465105,236.370638,8.676520,80.069039,88.745560,82.005434,15.738913,97.744347,373.740555,13.110802,386.851357
369399,0.156290,0.167615,0.154917,0.160608,0.160885,0.169912,0.153143,0.164467,0.119099,0.130781,0.119098,0.130768,151.943541,95.800727,247.744268,14.256968,81.357467,95.614435,156.985552,79.499775,236.485328,8.677755,80.103108,88.780864,82.046633,15.746202,97.792834,373.932098,13.117006,387.049104
369599,0.156285,0.146475,0.154900,0.124753,0.160868,0.129152,0.153129,0.128201,0.119084,0.090726,0.119083,0.090733,152.004556,95.840414,247.844970,14.275318,81.392913,95.668230,157.046690,79.534793,236.581483,8.679126,80.137040,88.816166,82.071765,15.753266,97.825032,374.110608,13.123086,387.233694
369799,0.156280,0.147381,0.154900,0.153169,0.160861,0.148808,0.153121,0.138353,0.119083,0.117626,0.119082,0.117649,152.088575,95.878019,247.966594,14.276645,81.427074,95.703719,157.111740,79.569431,236.681171,8.680844,80.172479,88.853323,82.099855,15.761093,97.860948,374.295012,13.129680,387.424692
369999,0.156293,0.180135,0.154894,0.144829,0.160859,0.156546,0.153115,0.141585,0.119090,0.132257,0.119089,0.132254,152.153270,95.918484,248.071754,14.278740,81.464915,95.743656,157.178525,79.607813,236.786338,8.682474,80.210757,88.893231,82.136224,15.768578,97.904803,374.475732,13.135827,387.611559
370199,0.156293,0.156498,0.154884,0.135670,0.160860,0.162119,0.153105,0.134627,0.119082,0.103497,0.119081,0.103514,152.219398,95.956742,248.176140,14.280441,81.501888,95.782329,157.243805,79.644768,236.888573,8.691410,80.248342,88.939752,82.188057,15.776384,97.964441,374.685490,13.142400,387.827890
370399,0.156301,0.171163,0.154901,0.187068,0.160887,0.211631,0.153115,0.171500,0.119097,0.147050,0.119096,0.147041,152.281672,95.993837,248.275509,14.282059,81.535934,95.817993,157.327549,79.678481,237.006030,8.692686,80.282684,88.975371,82.214718,15.783678,97.998396,374.866235,13.148547,388.014782
370599,0.156329,0.208345,0.154909,0.168699,0.160909,0.201913,0.153132,0.184286,0.119112,0.146482,0.119111,0.146480,152.344019,96.029093,248.373112,14.298483,81.569973,95.868456,157.390041,79.711961,237.102002,8.694132,80.316272,89.010404,82.240913,15.790932,98.031845,375.056232,13.154729,388.210961
370799,0.156326,0.151305,0.154896,0.131973,0.160900,0.143552,0.153125,0.139576,0.119107,0.110588,0.119106,0.110603,152.431721,96.070725,248.502447,14.299863,81.609068,95.908931,157.461498,79.755555,237.217052,8.696131,80.356277,89.052408,82.287753,15.799109,98.086862,375.264687,13.161593,388.426280
370999,0.156332,0.167391,0.154894,0.149968,0.160889,0.140290,0.153119,0.142078,0.119090,0.086794,0.119089,0.086784,152.492078,96.107899,248.599976,14.301525,81.642809,95.944334,157.526180,79.789611,237.315791,8.697902,80.390582,89.088485,82.313885,15.806294,98.120179,375.440268,13.167727,388.607995
371199,0.156326,0.144784,0.154877,0.124138,0.160878,0.141101,0.153114,0.145227,0.119089,0.117254,0.119088,0.117249,152.554424,96.146170,248.700594,14.303037,81.679576,95.982613,157.591790,79.826716,237.418505,8.705796,80.426976,89.132772,82.339656,15.813682,98.153338,375.614191,13.173981,388.788172
371399,0.156326,0.156417,0.154889,0.176515,0.160878,0.161742,0.153121,0.165137,0.119090,0.121849,0.119089,0.121851,152.621180,96.185987,248.807167,14.304735,81.716242,96.020977,157.674820,79.862886,237.537706,8.707050,80.463895,89.170945,82.407185,15.821434,98.228619,375.832650,13.180463,389.013114
371599,0.156323,0.150193,0.154880,0.138901,0.160879,0.162505,0.153109,0.131300,0.119077,0.095113,0.119076,0.095108,152.696859,96.230616,248.927475,14.323199,81.758151,96.081350,157.747976,79.900448,237.648424,8.709016,80.504921,89.213937,82.450018,15.829489,98.279507,376.040171,13.187161,389.227332
371799,0.156334,0.176142,0.154875,0.145800,0.160873,0.148479,0.153095,0.126676,0.119075,0.114075,0.119074,0.114073,152.799499,96.286067,249.085566,14.324589,81.813059,96.137649,157.835329,79.952671,237.788000,8.711658,80.556446,89.268104,82.489117,15.838014,98.327131,376.237407,13.194124,389.431531
371999,0.156323,0.136785,0.154876,0.156140,0.160869,0.154515,0.153090,0.144513,0.119067,0.105442,0.119066,0.105436,152.870778,96.337425,249.208203,14.326250,81.859078,96.185328,157.909948,79.994104,237.904053,8.713517,80.600898,89.314414,82.518412,15.846010,98.364422,376.423461,13.200779,389.624240
372199,0.156325,0.159785,0.154873,0.149947,0.160875,0.171576,0.153077,0.128790,0.119055,0.095534,0.119054,0.095529,152.951818,96.402868,249.354686,14.327993,81.911885,96.239878,157.993761,80.043117,238.036879,8.721644,80.648708,89.370352,82.571875,15.854816,98.426691,376.629790,13.207694,389.837483
372399,0.156337,0.178301,0.154871,0.151836,0.160870,0.152272,0.153072,0.143212,0.119049,0.109313,0.119049,0.109321,153.016390,96.442665,249.459055,14.329509,81.948211,96.277720,158.080416,80.078192,238.158608,8.722775,80.684097,89.406872,82.613343,15.861721,98.475064,376.823734,13.213570,390.037304
372599,0.156336,0.155468,0.154853,0.120258,0.160876,0.170845,0.153068,0.146376,0.119038,0.098476,0.119038,0.098472,153.078423,96.477087,249.555510,14.347177,81.979873,96.327050,158.142599,80.110205,238.252804,8.724392,80.716978,89.441370,82.639998,15.869156,98.509153,377.007078,13.219924,390.227002
372799,0.156325,0.135452,0.154842,0.133685,0.160862,0.134835,0.153066,0.148761,0.119026,0.096044,0.119025,0.096056,153.167758,96.523624,249.691382,14.348519,82.028409,96.376928,158.215143,80.154243,238.369386,8.725952,80.761567,89.487519,82.677031,15.876995,98.554026,377.192134,13.226252,390.418386
372999,0.156314,0.135211,0.154834,0.141427,0.160853,0.143771,0.153063,0.147218,0.119015,0.099327,0.119015,0.099321,153.233167,96.563693,249.796860,14.350157,82.065655,96.415812,158.282758,80.193538,238.476296,8.727601,80.799174,89.526776,82.705199,15.884509,98.589708,377.376576,13.232584,390.609160
373199,0.156314,0.156083,0.154838,0.161047,0.160849,0.154208,0.153049,0.127615,0.119003,0.096014,0.119002,0.096022,153.306632,96.619354,249.925986,14.351717,82.108752,96.460469,158.355044,80.232603,238.587647,8.737121,80.837709,89.574830,82.732357,15.892384,98.624741,377.549698,13.239055,390.788753
373399,0.156308,0.145771,0.154829,0.137947,0.160843,0.150352,0.153025,0.107320,0.118994,0.102340,0.118993,0.102329,153.372720,96.662188,250.034908,14.353252,82.150151,96.503402,158.440335,80.271044,238.711379,8.738357,80.876620,89.614977,82.758451,15.899565,98.658016,377.726922,13.245159,390.972080
373599,0.156326,0.190464,0.154837,0.170164,0.160843,0.159892,0.153014,0.132558,0.118986,0.104315,0.118986,0.104318,153.436447,96.705423,250.141870,14.371890,82.189727,96.561617,158.505891,80.309435,238.815326,8.739992,80.914288,89.654280,82.808852,15.907267,98.716119,377.931595,13.251733,391.183327
373799,0.156323,0.150639,0.154845,0.169352,0.160854,0.181805,0.153010,0.146169,0.118981,0.109133,0.118980,0.109132,153.599074,96.771990,250.371065,14.373408,82.245714,96.619122,158.589292,80.365263,238.954555,8.741930,80.969297,89.711226,82.930173,15.919138,98.849311,378.145222,13.261644,391.406866
373999,0.156316,0.141926,0.154860,0.184175,0.160863,0.176666,0.152996,0.126575,0.118975,0.107765,0.118974,0.107771,153.664750,96.812240,250.476990,14.374841,82.283748,96.658590,158.655010,80.402069,239.057079,8.743676,81.006508,89.750184,82.973545,15.927097,98.900641,378.367677,13.268429,391.636107
374199,0.156327,0.177836,0.154878,0.188698,0.160869,0.172156,0.153010,0.178354,0.118983,0.133157,0.118982,0.133163,153.728693,96.854848,250.583540,14.376241,82.323358,96.699598,158.724378,80.440745,239.165123,8.753278,81.044545,89.797824,83.031420,15.933808,98.965228,378.576339,13.274186,391.850525
374399,0.156323,0.148533,0.154860,0.120192,0.160866,0.155828,0.153010,0.153797,0.118978,0.110411,0.118977,0.110387,153.792750,96.894467,250.687217,14.377870,82.360351,96.738221,158.829696,80.479669,239.309365,8.754473,81.082260,89.836733,83.075588,15.940737,99.016325,378.772016,13.280111,392.052126
374599,0.156330,0.169464,0.154869,0.171183,0.160872,0.173025,0.153032,0.193869,0.118983,0.128790,0.118982,0.128787,153.858552,96.935346,250.793898,14.404056,82.397109,96.801165,158.892670,80.515599,239.408269,8.756049,81.118505,89.874554,83.101601,15.947845,99.049446,378.954780,13.286219,392.241000
374799,0.156328,0.153417,0.154860,0.139364,0.160873,0.161734,0.153020,0.130568,0.118986,0.124515,0.118985,0.124521,153.931379,96.972691,250.904070,14.405363,82.431341,96.836704,158.955751,80.549388,239.505139,8.757609,81.152220,89.909829,83.156189,15.955380,99.111569,379.170560,13.292631,392.463192
374999,0.156339,0.177138,0.154863,0.159585,0.160860,0.136039,0.153019,0.151963,0.118991,0.127773,0.118990,0.127779,154.005191,97.019696,251.024887,14.406947,82.475840,96.882786,159.025721,80.595355,239.621076,8.759405,81.195532,89.954937,83.184137,15.964144,99.148281,379.359901,13.299520,392.659421
375199,0.156335,0.148092,0.154850,0.130046,0.160854,0.149705,0.153025,0.163689,0.118984,0.106355,0.118983,0.106343,154.072151,97.060634,251.132785,14.408562,82.517126,96.925688,159.088965,80.632821,239.721786,8.772760,81.233392,90.006152,83.209529,15.971850,99.181379,379.542452,13.305873,392.848325
375399,0.156334,0.154838,0.154838,0.133933,0.160865,0.183078,0.153022,0.147293,0.118983,0.116428,0.118982,0.116429,154.142868,97.111588,251.254456,14.410334,82.565873,96.976207,159.180949,80.673835,239.854785,8.774395,81.275677,90.050072,83.246877,15.979949,99.226827,379.739580,13.312617,393.052197
375599,0.156335,0.158457,0.154845,0.168046,0.160869,0.167398,0.153018,0.144736,0.118986,0.123896,0.118985,0.123897,154.208919,97.149690,251.358610,14.429164,82.601921,97.031085,159.248734,80.709833,239.958567,8.776126,81.312980,90.089106,83.282242,15.987273,99.269516,379.925760,13.318785,393.244545
375799,0.156331,0.147896,0.154841,0.146420,0.160873,0.169179,0.153010,0.139779,0.118978,0.104692,0.118977,0.104706,154.287794,97.192838,251.480632,14.430430,82.642449,97.072879,159.317339,80.748960,240.066299,8.777845,81.353493,90.131337,83.307834,15.995163,99.302997,380.109925,13.325319,393.435244
375999,0.156330,0.154437,0.154851,0.173126,0.160880,0.172710,0.153006,0.144747,0.118983,0.128306,0.118982,0.128304,154.354685,97.234351,251.589036,14.431860,82.679379,97.111240,159.384801,80.787080,240.171881,8.779510,81.391811,90.171322,83.377033,16.002759,99.379792,380.331494,13.331633,393.663127
376199,0.156344,0.183235,0.154837,0.128576,0.160879,0.160478,0.153000,0.142433,0.118974,0.102122,0.118973,0.102130,154.422333,97.274947,251.697279,14.433365,82.719911,97.153276,159.450032,80.828376,240.278408,8.792544,81.430852,90.223395,83.417266,16.010639,99.427905,380.525847,13.338223,393.864070
376399,0.156340,0.147677,0.154849,0.177524,0.160885,0.171785,0.152993,0.138347,0.118971,0.113708,0.118970,0.113713,154.482923,97.312342,251.795265,14.434973,82.754007,97.188980,159.533629,80.862023,240.395651,8.793701,81.464043,90.257744,83.464694,16.017286,99.481980,380.724677,13.343913,394.068590
376599,0.156337,0.150921,0.154844,0.144965,0.160881,0.152532,0.152973,0.115719,0.118958,0.094475,0.118957,0.094484,154.546676,97.352478,251.899153,14.454724,82.792504,97.247228,159.597254,80.900483,240.497738,8.795688,81.501465,90.297153,83.500052,16.024509,99.524560,380.914800,13.350057,394.264856
376799,0.156346,0.173524,0.154846,0.159503,0.160890,0.178740,0.152971,0.150215,0.118956,0.115299,0.118955,0.115332,154.616628,97.386989,252.003617,14.455935,82.824321,97.280256,159.660706,80.931619,240.592325,8.797302,81.533681,90.330982,83.542253,16.031734,99.573988,381.121573,13.356264,394.477837
