# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET]
251599,4226.762871,6410.636216,116.952138,68.337999,185.290137
251799,4228.827480,6826.105643,117.033506,68.396465,185.429971
251999,4231.078990,7065.730664,117.106045,68.442067,185.548113
252199,4234.451668,8484.025486,117.366465,68.516953,185.883417
252399,4236.838988,7247.250249,117.514441,68.594618,186.109059
252599,4239.586831,7707.363571,117.626437,68.673344,186.299781
252799,4243.085215,8661.545039,117.750044,68.739764,186.489807
252999,4244.977125,6636.350691,118.037236,68.844294,186.881529
253199,4245.981176,5516.105624,118.154942,68.936042,187.090984
253399,4247.107168,5672.613344,118.230882,68.988714,187.219595
253599,4247.851964,5191.508106,118.325404,69.052458,187.377862
253799,4248.901323,5579.489041,118.417316,69.104752,187.522069
253999,4249.719657,5288.185106,118.501982,69.159666,187.661648
254199,4249.472724,3935.868427,118.581719,69.211060,187.792779
254399,4249.809426,4677.758006,118.666729,69.266566,187.933294
254599,4250.306024,4881.978187,118.752704,69.324090,188.076793
254799,4250.220955,4141.928160,118.858403,69.381475,188.239878
254999,4250.434346,4522.294757,118.953363,69.457480,188.410843
255199,4250.143041,3878.729035,119.030411,69.507247,188.537658
255399,4251.056356,5416.445485,119.109742,69.554154,188.663896
255599,4251.197521,4431.465266,119.195900,69.611263,188.807163
255799,4251.944773,5206.933377,119.295037,69.668877,188.963914
255999,4251.964532,4277.236112,119.378269,69.720752,189.099020
256199,4252.522381,4966.569208,119.477964,69.780817,189.258781
256399,4252.801898,4610.863700,119.579054,69.853438,189.432492
256599,4252.930911,4418.325631,119.659376,69.903416,189.562792
256799,4253.158426,4545.059917,119.758388,69.963764,189.722153
256999,4252.994238,4042.176268,119.843705,70.022594,189.866299
257199,4253.089341,4375.297588,119.925942,70.079667,190.005609
257399,4252.867363,3967.402529,120.007473,70.133192,190.140665
257599,4252.733354,4080.264011,120.115385,70.203178,190.318563
257799,4253.102077,4728.017597,120.217283,70.259573,190.476857
257999,4252.931795,4033.438214,120.296560,70.310437,190.606997
258199,4252.530476,3734.829291,120.379951,70.360631,190.740582
258399,4252.446687,4144.274265,120.485091,70.435139,190.920231
258599,4252.977894,4939.298159,120.571525,70.487307,191.058832
258799,4252.375924,3474.027877,120.682433,70.549419,191.231852
258999,4251.816115,3527.424253,120.766143,70.602475,191.368618
259199,4251.509897,3854.956765,120.853001,70.657600,191.510602
259399,4250.966761,3547.063277,120.943104,70.719103,191.662207
259599,4250.676038,3873.607583,121.027580,70.771041,191.798621
259799,4250.357549,3836.959792,121.134418,70.824545,191.958962
259999,4250.233177,4088.673922,121.216726,70.870739,192.087465
260199,4249.888251,3801.484460,121.316183,70.929037,192.245220
260399,4249.332965,3526.905029,121.388365,70.974505,192.362870
260599,4248.600170,3294.500720,121.465363,71.016921,192.482284
260799,4247.695506,3068.918989,121.574057,71.073787,192.647844
260999,4247.204945,3607.513311,121.662288,71.121209,192.783497
261199,4246.989021,3965.207740,121.735127,71.163428,192.898555
261399,4246.294875,3339.740273,121.829736,71.216395,193.046131
261599,4245.922466,3759.184819,121.955553,71.304267,193.259820
261799,4245.664314,3908.000717,122.061378,71.366048,193.427427
261999,4245.266496,3724.523248,122.149153,71.422162,193.571315
262199,4244.955582,3837.658230,122.236510,71.478543,193.715053
262399,4244.513875,3665.435781,122.317509,71.530942,193.848450
262599,4244.115114,3720.941060,122.410775,71.592281,194.003056
262799,4243.450554,3370.883296,122.698759,71.675560,194.374319
262999,4243.240477,3967.198291,122.799174,71.731811,194.530985
263199,4243.230128,4229.621912,122.878112,71.781106,194.659217
263399,4243.298027,4332.653689,122.959426,71.823505,194.782931
263599,4242.769924,3547.257829,123.178706,71.885830,195.064536
263799,4242.054180,3298.703406,123.282354,71.951965,195.234319
263999,4241.651061,3709.936850,123.371667,72.009253,195.380920
264199,4241.049389,3446.842319,123.453257,72.062674,195.515931
264399,4240.565887,3601.860163,123.546994,72.108205,195.655199
264599,4239.754809,3167.509650,123.635957,72.160058,195.796015
264799,4239.764384,4252.432182,123.715981,72.209565,195.925546
264999,4239.217498,3515.140560,123.797863,72.259150,196.057013
265199,4239.073457,4048.219220,123.881980,72.310622,196.192602
265399,4237.954370,2754.044849,123.980870,72.358490,196.339360
265599,4237.394822,3494.874371,124.068547,72.415398,196.483945
265799,4236.740574,3367.899203,124.150680,72.471257,196.621937
265999,4236.249941,3584.199063,124.226887,72.518932,196.745819
266199,4235.633913,3416.316715,124.308233,72.568894,196.877127
266399,4234.755827,3066.022815,124.407612,72.613960,197.021573
266599,4234.314893,3646.990945,124.492139,72.666812,197.158951
266799,4233.906048,3688.915350,124.580711,72.727267,197.307979
266999,4233.306222,3433.138598,124.838596,72.799704,197.638300
267199,4233.594411,4618.326178,124.954473,72.911154,197.865627
267399,4233.408234,3984.676270,125.079609,72.987533,198.067143
267599,4233.114700,3840.659331,125.197155,73.066431,198.263587
267799,4233.037125,4129.242258,125.302557,73.177598,198.480155
267999,4233.462032,4802.412902,125.392637,73.237494,198.630131
268199,4233.161504,3830.452973,125.495707,73.304561,198.800268
268399,4232.792063,3737.372227,125.578220,73.344527,198.922746
268599,4232.917443,4401.177384,125.679211,73.419453,199.098664
268799,4232.477828,3642.075142,125.756317,73.467264,199.223581
268999,4232.606386,4405.388841,125.837357,73.513599,199.350956
269199,4232.904012,4633.210984,125.918159,73.566583,199.484742
269399,4232.710066,3971.658325,126.056435,73.673048,199.729482
269599,4232.530683,3990.901449,126.176942,73.770456,199.947398
269799,4232.210535,3800.651229,126.342746,73.884749,200.227495
269999,4233.074674,5398.798657,126.444021,73.942615,200.386636
270199,4232.283366,3164.017256,126.628459,74.091367,200.719827
270399,4232.706001,4803.685407,126.751096,74.161150,200.912246
270599,4232.546728,4017.210002,126.838236,74.215423,201.053659
270799,4232.212042,3779.381245,126.929676,74.271661,201.201337
270999,4232.064481,4032.267580,127.009269,74.317343,201.326612
271199,4231.602834,3606.070872,127.158366,74.404991,201.563357
271399,4231.590778,4215.243346,127.302294,74.495848,201.798142
271599,4231.477227,4077.388641,127.412719,74.577668,201.990387
271799,4231.190496,3841.809394,127.510101,74.643378,202.153479
271999,4231.298117,4377.554857,127.599924,74.712736,202.312660
272199,4231.089701,3947.643446,127.727904,74.800043,202.527947
272399,4231.221696,4410.867949,127.828805,74.855470,202.684275
272599,4230.863622,3743.166829,127.911975,74.911413,202.823388
272799,4230.502496,3738.286674,127.995649,74.967010,202.962659
272999,4229.981454,3519.281100,128.075434,75.017445,203.092879
273199,4229.083135,3002.878025,128.167334,75.084285,203.251619
273399,4228.373102,3258.467286,128.261535,75.132880,203.394415
273599,4227.883044,3557.974118,128.341868,75.180332,203.522200
273799,4227.540363,3758.752129,128.431214,75.236717,203.667931
273999,4226.921490,3379.684303,128.512973,75.292969,203.805942
274199,4226.553656,3722.621429,128.606153,75.348230,203.954383
274399,4225.246197,2432.720555,128.728077,75.413939,204.142016
274599,4224.111506,2667.314604,128.808461,75.465547,204.274008
274799,4223.315621,3130.565791,128.891392,75.516065,204.407457
274999,4222.826366,3550.590554,128.987442,75.580240,204.567682
275199,4222.241449,3417.980094,129.076913,75.633929,204.710842
275399,4221.275614,2892.286532,129.187667,75.690592,204.878260
275599,4220.915967,3725.681840,129.270664,75.741078,205.011742
275799,4220.752334,3995.266241,129.358982,75.801110,205.160092
275999,4219.984067,3160.543593,129.439903,75.854897,205.294799
276199,4219.595499,3683.372484,129.520206,75.906102,205.426308
276399,4219.757060,4442.872114,129.630913,75.972640,205.603553
276599,4219.195264,3442.793098,129.708690,76.018106,205.726796
276799,4218.517026,3280.514277,129.818265,76.082555,205.900820
276999,4217.407240,2681.463927,130.130971,76.133246,206.264217
277199,4216.213797,2563.294580,130.215769,76.189074,206.404842
277399,4215.019958,2560.359759,130.318038,76.246606,206.564644
277599,4214.125849,2973.996146,130.406300,76.301803,206.708103
277799,4213.239642,2983.184730,130.485340,76.352955,206.838295
277999,4212.058768,2571.824113,130.560715,76.399783,206.960497
278199,4211.105126,2885.542861,130.650182,76.459692,207.109874
278399,4209.970173,2631.250012,130.767723,76.536834,207.304556
278599,4209.113733,3016.950424,130.855244,76.595079,207.450323
278799,4208.482590,3329.299672,130.941479,76.647770,207.589249
278999,4208.152554,3748.082221,131.033798,76.721509,207.755307
279199,4206.978145,2568.677737,131.126017,76.786787,207.912804
279399,4206.272785,3221.591017,131.294867,76.895997,208.190864
279599,4205.281636,2820.646376,131.379467,76.956065,208.335533
279799,4204.125446,2587.771085,131.454108,77.002071,208.456179
279999,4203.354468,3124.755958,131.541545,77.058221,208.599765
280199,4202.295839,2720.216087,131.637091,77.117157,208.754247
280399,4201.512651,3104.265635,131.739259,77.169182,208.908441
280599,4200.191491,2347.925850,131.810772,77.212152,209.022923
280799,4199.419001,3115.614860,131.894236,77.266408,209.160644
280999,4198.476150,2874.713670,131.976868,77.319336,209.296203
281199,4197.618301,2992.339809,132.061953,77.375557,209.437510
281399,4196.532648,2670.104951,132.174616,77.445313,209.619929
281599,4195.670147,2982.131231,132.297519,77.530920,209.828439
281799,4194.732400,2874.384206,132.383973,77.591842,209.975815
281999,4193.349076,2244.245845,132.463529,77.647183,210.110713
282199,4192.432844,2900.545875,132.572859,77.719876,210.292736
282399,4191.295798,2586.923767,132.707552,77.849350,210.556902
282599,4190.170625,2601.426649,132.835146,77.954074,210.789220
282799,4188.956580,2473.511196,132.954802,78.050104,211.004905
282999,4187.779187,2522.945769,133.054097,78.110622,211.164718
283199,4186.793953,2792.687608,133.153935,78.182497,211.336431
283399,4185.657038,2575.784951,133.263000,78.237605,211.500604
283599,4185.245586,3602.218479,133.381136,78.342560,211.723696
283799,4184.221195,2731.634463,133.473632,78.406616,211.880248
283999,4183.148760,2661.364059,133.574464,78.470907,212.045371
284199,4181.712845,2142.712986,133.677199,78.543028,212.220228
284399,4180.662265,2687.788354,133.835532,78.641268,212.476801
284599,4179.424588,2419.447322,133.952381,78.722955,212.675335
284799,4178.696189,3142.184323,134.055389,78.792243,212.847631
284999,4177.786979,2883.071764,134.157675,78.863886,213.021560
285199,4176.589864,2470.701973,134.255848,78.926069,213.181917
285399,4175.898684,3190.275610,134.408566,78.994618,213.403185
285599,4174.576014,2287.126381,134.522307,79.065833,213.588141
285799,4173.219398,2235.971640,134.640240,79.139588,213.779828
285999,4171.884580,2264.430063,134.781710,79.230487,214.012197
286199,4170.710452,2491.707409,134.890156,79.305006,214.195162
286399,4169.659171,2665.274768,135.023910,79.381582,214.405492
286599,4168.693831,2786.327377,135.113220,79.448705,214.561926
286799,4167.563765,2548.179952,135.218207,79.526528,214.744735
286999,4166.340479,2412.147519,135.325712,79.594054,214.919766
287199,4165.003339,2246.206965,135.411972,79.656990,215.068962
287399,4163.972805,2684.126395,135.544685,79.729060,215.273746
287599,4162.595655,2183.631303,135.653933,79.817046,215.470979
287799,4161.509122,2599.074403,135.745328,79.877404,215.622731
287999,4160.571505,2811.341171,135.836350,79.930756,215.767106
288199,4159.397833,2469.310633,135.901439,79.968306,215.869744
288399,4158.403282,2725.254020,136.012566,80.021462,216.034028
288599,4157.354577,2645.123179,136.094979,80.073140,216.168120
288799,4156.089603,2330.731697,136.248108,80.165977,216.414086
288999,4155.296592,3010.189039,136.350316,80.235413,216.585729
289199,4153.979639,2250.982413,136.433840,80.285806,216.719647
289399,4152.754147,2380.691968,136.539504,80.336425,216.875929
289599,4151.816243,2794.669599,136.619412,80.387867,217.007279
289799,4150.821333,2710.190995,136.696454,80.432328,217.128782
289999,4149.730707,2569.414509,136.799592,80.510551,217.310143
290199,4148.987279,3071.016549,136.874743,80.555536,217.430279
290399,4148.451435,3370.941887,136.995182,80.622447,217.617629
290599,4147.250108,2402.922505,137.094404,80.691126,217.785530
290799,4146.097797,2471.790971,137.186173,80.755481,217.941654
290999,4144.740341,2170.998330,137.263677,80.801792,218.065469
291199,4143.700899,2631.312924,137.359492,80.869505,218.228997
291399,4142.701237,2687.193878,137.461690,80.919064,218.380754
291599,4141.793945,2819.869539,137.544420,80.969912,218.514332
291799,4140.632323,2446.986777,137.632475,81.034521,218.666996
291999,4139.760885,2868.333435,137.726919,81.092176,218.819095
292199,4138.820276,2765.531344,137.937793,81.156966,219.094759
292399,4137.748966,2572.565012,138.026107,81.214831,219.240938
292599,4136.730809,2648.184574,138.119310,81.266223,219.385533
292799,4135.775604,2738.311727,138.190307,81.308569,219.498875
292999,4135.155374,3227.137972,138.275452,81.359895,219.635347
293199,4134.572061,3280.018338,138.360431,81.411703,219.772134
293399,4133.852157,3078.473308,138.458619,81.477560,219.936179
293599,4133.050657,2957.249658,138.562168,81.528001,220.090169
293799,4132.045675,2656.732862,138.645065,81.579590,220.224655
293999,4131.311931,3053.441261,138.738477,81.644796,220.383272
294199,4130.255368,2577.107913,138.827119,81.699863,220.526982
294399,4129.497348,3014.450212,138.893887,81.737177,220.631064
294599,4128.426515,2552.159867,138.996005,81.795109,220.791113
294799,4127.708966,3070.759681,139.080743,81.847823,220.928566
294999,4126.639052,2549.586427,139.165897,81.904212,221.070109
295199,4125.569322,2547.717291,139.251675,81.959280,221.210955
295399,4124.579871,2664.149845,139.334564,82.009910,221.344474
295599,4123.615166,2698.745120,139.429596,82.055806,221.485402
295799,4122.496784,2469.528371,139.512462,82.115660,221.628122
295999,4121.313062,2370.589427,139.597279,82.163694,221.760973
296199,4120.350457,2695.693662,139.875134,82.217924,222.093059
296399,4119.442220,2774.343372,139.963917,82.268605,222.232522
296599,4118.075620,2092.774386,140.065210,82.314557,222.379767
296799,4117.445446,3182.898734,140.136818,82.355365,222.492184
296999,4116.504693,2720.426954,140.218578,82.410473,222.629051
297199,4115.669530,2875.451829,140.287918,82.459049,222.746967
297399,4114.956983,3056.112177,140.359656,82.502886,222.862543
297599,4113.892957,2531.686568,140.483053,82.559386,223.042440
297799,4112.793120,2476.235913,140.559713,82.606133,223.165846
297999,4111.942852,2845.893052,140.639426,82.652843,223.292269
298199,4111.411706,3320.004783,140.720183,82.698299,223.418483
298399,4110.525986,2789.916923,140.794273,82.740391,223.534664
298599,4109.298398,2277.737114,140.886474,82.779288,223.665762
298799,4108.336531,2672.269285,140.960081,82.822563,223.782644
298999,4107.578328,2974.822692,141.040391,82.867346,223.907737
299199,4106.604742,2651.093642,141.108084,82.905379,224.013463
299399,4105.940488,3112.217066,141.172756,82.941960,224.114715
299599,4105.060434,2787.620070,141.351082,82.984391,224.335473
299799,4104.046198,2584.719436,141.429126,83.029358,224.458484
299999,4102.869449,2338.923558,141.505780,83.073956,224.579736
300199,4101.760324,2438.072437,141.756405,83.130938,224.887343
300399,4100.652763,2438.203901,141.832489,83.175159,225.007648
300599,4099.377942,2184.597177,141.936035,83.226029,225.162065
300799,4098.335861,2532.088093,142.036407,83.305633,225.342040
300999,4097.316808,2564.661093,142.126886,83.371118,225.498004
301199,4096.202976,2419.884977,142.209369,83.424627,225.633996
301399,4095.467061,2987.179766,142.524215,83.482377,226.006592
301599,4094.543433,2702.636373,142.613278,83.530728,226.144006
301799,4094.111510,3442.771527,142.698947,83.588691,226.287638
301999,4093.695481,3465.907682,142.785869,83.642004,226.427873
302199,4093.050081,3118.495995,142.870250,83.692746,226.562995
302399,4091.983800,2480.832488,142.961896,83.747476,226.709372
302599,4091.570146,3466.126303,143.051602,83.789439,226.841040
302799,4090.593646,2613.148280,143.132519,83.837962,226.970481
302999,4089.878270,3006.799245,143.211614,83.885160,227.096774
303199,4088.851855,2533.832479,143.285777,83.926929,227.212706
303399,4087.987184,2777.146838,143.369359,83.977951,227.347310
303599,4087.857139,3890.579277,143.470196,84.025464,227.495660
303799,4087.236501,3145.107414,143.560280,84.082017,227.642297
303999,4086.623013,3154.735233,143.642475,84.133715,227.776190
304199,4085.776359,2798.862372,143.714017,84.178752,227.892769
304399,4084.917179,2778.104301,143.811042,84.244158,228.055200
304599,4084.754007,3836.406047,143.897425,84.287487,228.184912
304799,4084.459703,3636.235117,143.968221,84.326087,228.294307
304999,4083.801404,3080.553605,144.039409,84.368526,228.407935
305199,4083.398888,3469.561711,144.115002,84.411819,228.526821
305399,4082.662089,2958.307154,144.186778,84.453557,228.640335
305599,4081.894212,2909.345297,144.279147,84.496255,228.775402
305799,4081.288991,3156.511206,144.350967,84.539340,228.890307
305999,4080.209856,2430.212092,144.442638,84.596965,229.039603
306199,4079.384286,2816.262422,144.519731,84.645336,229.165067
306399,4078.926602,3378.213452,144.594544,84.686759,229.281303
306599,4078.410639,3287.954271,144.707650,84.744941,229.452592
306799,4077.809980,3156.999897,144.781763,84.788796,229.570559
306999,4076.681245,2345.201162,144.869027,84.839156,229.708183
307199,4075.948575,2951.301359,144.950397,84.888404,229.838801
307399,4075.288012,3060.662983,145.033547,84.938727,229.972273
307599,4074.584650,2993.516824,145.140329,84.992139,230.132468
307799,4073.251201,2022.406174,145.230197,85.042257,230.272454
307999,4072.635010,3124.318465,145.310387,85.088255,230.398643
308199,4072.021958,3127.921378,145.394927,85.144171,230.539098
308399,4071.113895,2671.788834,145.472908,85.191630,230.664538
308599,4070.241557,2725.095871,145.566499,85.233410,230.799909
308799,4069.330337,2663.317611,145.652043,85.285235,230.937278
308999,4068.550832,2864.996107,145.734369,85.341042,231.075411
309199,4067.974530,3177.587067,145.819033,85.399837,231.218871
309399,4067.058969,2651.601319,145.896604,85.445928,231.342532
309599,4065.935668,2328.189033,145.993615,85.490758,231.484373
309799,4065.167205,2875.587063,146.066485,85.533480,231.599965
309999,4064.203437,2571.327275,146.156207,85.588060,231.744267
310199,4063.085160,2329.754916,146.238657,85.639493,231.878151
310399,4061.993127,2368.250577,146.321091,85.685770,232.006860
310599,4060.828045,2252.621448,146.427035,85.745124,232.172160
310799,4059.948627,2694.212086,146.503903,85.793211,232.297114
310999,4059.072500,2697.570871,146.580972,85.838134,232.419106
311199,4058.087303,2526.106380,146.653082,85.879207,232.532289
311399,4057.020120,2396.482471,146.726181,85.923469,232.649650
311599,4056.089876,2607.700610,146.819493,85.963769,232.783262
311799,4055.212705,2688.579774,146.905915,86.021952,232.927867
311999,4054.430726,2835.325030,146.981761,86.064561,233.046323
312199,4053.538551,2661.747033,147.057949,86.109516,233.167465
312399,4052.562239,2528.538876,147.131564,86.152404,233.283968
312599,4051.671990,2661.102101,147.244473,86.220052,233.464525
312799,4050.690443,2516.532320,147.334561,86.279579,233.614140
312999,4049.858027,2747.959332,147.440632,86.355010,233.795642
313199,4048.717845,2264.333223,147.536657,86.424487,233.961143
313399,4047.770339,2563.976728,147.619268,86.478370,234.097639
313599,4047.162277,3094.328816,147.719445,86.524137,234.243582
313799,4046.220792,2569.971657,147.800774,86.584884,234.385658
313999,4045.331059,2649.340852,147.883060,86.636390,234.519449
314199,4044.252049,2350.206703,147.999600,86.698521,234.698121
314399,4043.540248,2925.300526,148.079563,86.741639,234.821202
314599,4042.460475,2345.056731,148.190561,86.791904,234.982465
314799,4041.345466,2287.437160,148.269719,86.839864,235.109583
314999,4040.220053,2268.820319,148.349367,86.884442,235.233808
315199,4039.362320,2688.432800,148.421232,86.926643,235.347874
315399,4038.751629,3076.302097,148.492437,86.968930,235.461367
315599,4037.919813,2726.145414,148.596555,87.013696,235.610251
315799,4036.997569,2581.696795,148.676762,87.063713,235.740476
315999,4035.833367,2197.558968,148.765305,87.115462,235.880767
316199,4034.606170,2095.634259,148.847841,87.166936,236.014777
316399,4033.642057,2509.380014,148.923650,87.209463,236.133113
316599,4033.046611,3091.051245,149.019231,87.249733,236.268964
316799,4032.850197,3721.925901,149.190894,87.318317,236.509211
316999,4032.312976,3181.354904,149.287538,87.383879,236.671417
317199,4031.558488,2835.695030,149.381626,87.435944,236.817571
317399,4031.183844,3436.998797,149.457442,87.481002,236.938444
317599,4030.539262,3007.586941,149.542783,87.523343,237.066126
317799,4029.855127,2943.449183,149.611715,87.563032,237.174748
317999,4029.049831,2749.435415,149.683054,87.604056,237.287110
318199,4028.331619,2886.373364,149.789994,87.669833,237.459827
318399,4027.873889,3299.625976,149.894435,87.733478,237.627913
318599,4027.008173,2648.787593,149.984674,87.778938,237.763612
318799,4026.151845,2662.022659,150.059016,87.823468,237.882484
318999,4025.670595,3258.558059,150.137567,87.871324,238.008890
319199,4025.167003,3221.936500,150.218462,87.927180,238.145642
319399,4024.810547,3455.906737,150.324860,87.989070,238.313930
319599,4024.345470,3281.617493,150.421821,88.042191,238.464012
319799,4023.756557,3082.675061,150.513344,88.096294,238.609638
319999,4023.068797,2923.339286,150.602592,88.155430,238.758022
320199,4022.499627,3111.828881,150.683686,88.207705,238.891391
320399,4021.532870,2473.753738,150.760952,88.253467,239.014419
320599,4020.665349,2630.896846,150.867909,88.325319,239.193228
320799,4020.074306,3072.632246,150.947490,88.373726,239.321216
320999,4019.245659,2690.096089,151.029397,88.422373,239.451770
321199,4018.747999,3220.004194,151.115573,88.478195,239.593768
321399,4018.125110,3017.764354,151.195128,88.524949,239.720077
321599,4017.637856,3234.620684,151.297320,88.572951,239.870271
321799,4017.031796,3042.487736,151.373009,88.618477,239.991486
321999,4016.468641,3110.352167,151.468656,88.696690,240.165346
322199,4015.672426,2733.766895,151.549474,88.752368,240.301843
322399,4015.172453,3209.716465,151.632356,88.801330,240.433686
322599,4014.703351,3258.509910,151.755159,88.867760,240.622920
322799,4014.167252,3149.439689,151.827359,88.913317,240.740676
322999,4013.499094,2935.092034,151.903933,88.963958,240.867891
323199,4012.936825,3104.872355,152.016910,89.017009,241.033918
323399,4012.307177,2994.796248,152.107261,89.084965,241.192225
323599,4011.414255,2567.559998,152.264582,89.221875,241.486457
323799,4010.710186,2871.526603,152.360095,89.286750,241.646845
323999,4010.349689,3426.704706,152.460454,89.357965,241.818419
324199,4009.711627,2976.050128,152.549377,89.426650,241.976027
324399,4008.975029,2814.950690,152.623076,89.470127,242.093203
324599,4008.005773,2435.872987,152.728943,89.524270,242.253214
324799,4007.117552,2565.534479,152.810698,89.580405,242.391103
324999,4006.436486,2900.384967,152.887908,89.628066,242.515974
325199,4005.570849,2598.910887,152.969461,89.690367,242.659828
325399,4005.086418,3217.401040,153.048810,89.743485,242.792295
325599,4004.605821,3222.674089,153.153113,89.794854,242.947967
325799,4003.587453,2345.685284,153.234963,89.847250,243.082213
325999,4003.001820,3049.005502,153.318559,89.897278,243.215837
326199,4002.429202,3069.062334,153.397381,89.945667,243.343048
326399,4001.901272,3140.847269,153.476053,89.993352,243.469405
326599,4001.514697,3370.624100,153.589248,90.053437,243.642685
326799,4001.025635,3202.387172,153.663707,90.101571,243.765278
326999,4000.353279,2901.723155,153.752249,90.153144,243.905393
327199,3999.609216,2783.066592,153.853764,90.213440,244.067204
327399,3998.937268,2899.630937,153.938239,90.264027,244.202265
327599,3998.591101,3431.915648,154.037008,90.309301,244.346309
327799,3997.919362,2897.610147,154.134185,90.368965,244.503151
327999,3997.702177,3641.736137,154.217028,90.419724,244.636752
328199,3996.892743,2669.420522,154.296770,90.473930,244.770700
328399,3996.206582,2870.216340,154.379220,90.523205,244.902425
328599,3995.855457,3419.308078,154.475909,90.563534,245.039443
328799,3995.412398,3267.467019,154.556097,90.609531,245.165628
328999,3994.770225,2939.038193,154.640484,90.654014,245.294498
329199,3994.159642,2989.749906,154.714126,90.700856,245.414981
329399,3993.427966,2789.090282,154.780013,90.739460,245.519473
329599,3992.876213,3084.138448,154.867847,90.776617,245.644465
329799,3992.118897,2744.062627,154.938618,90.816363,245.754981
329999,3991.479416,2936.974345,155.027274,90.872525,245.899799
330199,3990.478831,2339.513962,155.126120,90.940538,246.066658
330399,3989.608099,2552.030388,155.200841,90.982220,246.183061
330599,3989.042191,3054.161806,155.294294,91.021108,246.315402
330799,3988.479576,3058.476833,155.369510,91.064012,246.433523
330999,3987.843521,2935.809096,155.446945,91.108302,246.555247
331199,3987.244232,2995.420676,155.515906,91.146306,246.662212
331399,3986.491754,2740.388406,155.597753,91.194683,246.792436
331599,3985.708792,2688.340796,155.703817,91.245846,246.949663
331799,3984.984287,2783.754656,155.783345,91.292296,247.075641
331999,3984.097139,2512.318387,155.864081,91.340026,247.204106
332199,3983.116720,2355.621838,155.949181,91.391502,247.340683
332399,3982.700056,3290.620906,156.021427,91.432618,247.454044
332599,3982.087226,2963.563773,156.116442,91.473804,247.590246
332799,3981.581377,3140.354561,156.190719,91.515879,247.706599
332999,3980.738167,2577.635401,156.265585,91.558591,247.824176
333199,3980.180749,3052.081282,156.339610,91.600150,247.939761
333399,3979.635519,3071.282017,156.415399,91.643091,248.058490
333599,3978.678874,2383.950487,156.593967,91.687333,248.281299
333799,3977.968424,2792.937981,156.673725,91.741768,248.415492
333999,3977.186812,2672.676825,156.747149,91.785374,248.532523
334199,3976.341097,2563.996723,156.816826,91.824583,248.641409
334399,3975.490009,2553.321566,156.894034,91.871490,248.765525
334599,3974.751453,2739.886957,156.989043,91.921292,248.910335
334799,3973.731765,2267.792951,157.063754,91.964799,249.028553
334999,3973.152708,3003.811205,157.138393,92.008549,249.146942
335199,3972.153759,2298.914952,157.216455,92.058151,249.274605
335399,3970.984847,2011.888178,157.303382,92.117231,249.420612
335599,3970.042273,2389.345237,157.415998,92.181085,249.597083
335799,3969.065900,2330.713061,157.506753,92.242459,249.749213
335999,3968.245173,2590.244364,157.595666,92.301686,249.897352
336199,3967.320908,2414.555406,157.678331,92.353280,250.031611
336399,3966.164139,2021.635930,157.756134,92.399177,250.155311
336599,3965.421920,2717.008519,157.854539,92.449873,250.304412
336799,3964.546273,2490.832799,157.926983,92.494243,250.421226
336999,3963.648171,2451.244626,158.003729,92.538617,250.542346
337199,3963.098085,3036.203465,158.089572,92.589205,250.678777
337399,3962.181596,2416.979863,158.172025,92.638762,250.810787
337599,3961.243348,2378.419536,158.288794,92.698124,250.986918
337799,3960.220572,2233.774487,158.362481,92.741536,251.104017
337999,3959.248300,2317.080732,158.442673,92.787529,251.230201
338199,3958.494415,2684.429755,158.533825,92.856687,251.390512
338399,3957.939300,3019.238728,158.636733,92.946941,251.583674
338599,3957.053006,2457.444213,158.725494,92.994702,251.720196
338799,3956.154040,2434.204327,158.827719,93.061865,251.889584
338999,3955.303490,2514.472198,158.919125,93.123376,252.042501
339199,3954.360781,2356.469655,158.998806,93.169443,252.168249
339399,3953.263780,2092.748516,159.080844,93.215439,252.296283
339599,3952.326974,2362.568792,159.166571,93.253670,252.420241
339799,3951.384744,2351.477989,159.236839,93.294104,252.530943
339999,3950.411465,2296.810175,159.347846,93.366374,252.714220
340199,3949.527085,2446.080840,159.436825,93.428663,252.865488
340399,3948.549157,2285.093482,159.515995,93.480432,252.996427
340599,3947.525766,2205.714383,159.628571,93.540536,253.169107
