# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [semRESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=1, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D],current_mse_[D],mean_mse_[semRESET],current_mse_[semRESET],mean_mse_[HTR],current_mse_[HTR],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D],testing_time_[D],total_running_time_[D],training_time_[semRESET],testing_time_[semRESET],total_running_time_[semRESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
440799,0.218872,0.245000,0.210075,0.208410,0.218730,0.235960,0.205883,0.176201,0.114134,0.113402,271.175664,121.890195,393.065859,14.493338,103.473225,117.966563,218.125917,102.135279,320.261196,10.636782,101.927445,112.564227,112.613601,22.756227,135.369828
440999,0.218862,0.196365,0.210083,0.227128,0.218713,0.181378,0.205873,0.184378,0.114136,0.118563,271.328948,121.949845,393.278793,14.495224,103.525212,118.020437,218.268243,102.184542,320.452786,10.639338,101.979589,112.618927,112.651679,22.767852,135.419531
441199,0.218863,0.221321,0.210079,0.201047,0.218680,0.146391,0.205876,0.212645,0.114126,0.092452,271.428353,121.998885,393.427238,14.497673,103.569502,118.067175,218.334708,102.227858,320.562566,10.653689,102.023074,112.676763,112.691922,22.779726,135.471648
441399,0.218855,0.202770,0.210080,0.212080,0.218650,0.152228,0.205879,0.213411,0.114126,0.114855,271.537847,122.049875,393.587722,14.500547,103.617483,118.118030,218.408156,102.272482,320.680638,10.655705,102.066323,112.722027,112.774419,22.792022,135.566442
441599,0.218916,0.353243,0.210087,0.226472,0.218635,0.186482,0.205919,0.294541,0.114135,0.132644,271.758282,122.104543,393.862825,14.503733,103.666179,118.169912,218.500726,102.320455,320.821181,10.658671,102.114927,112.773598,112.833090,22.804257,135.637347
441799,0.218948,0.288965,0.210074,0.179737,0.218603,0.147911,0.205922,0.210553,0.114131,0.106181,271.857010,122.162058,394.019068,14.520533,103.716813,118.237346,218.653622,102.370818,321.024440,10.661421,102.165046,112.826466,112.876265,22.817470,135.693735
441999,0.218958,0.241106,0.210076,0.216115,0.218601,0.214702,0.205946,0.260277,0.114145,0.143941,272.106263,122.208376,394.314639,14.522574,103.758018,118.280592,218.715357,102.412707,321.128064,10.664084,102.207250,112.871334,112.970478,22.829387,135.799865
442199,0.218995,0.301558,0.210085,0.229659,0.218609,0.236390,0.205938,0.188442,0.114148,0.121626,272.202205,122.258803,394.461008,14.524943,103.803281,118.328223,218.791862,102.457629,321.249491,10.671588,102.252081,112.923669,113.030494,22.841405,135.871899
442399,0.219027,0.288494,0.210086,0.210577,0.218626,0.254470,0.205938,0.205785,0.114147,0.110892,272.307609,122.305683,394.613292,14.527235,103.846698,118.373933,218.894696,102.500029,321.394725,10.673483,102.294630,112.968113,113.097888,22.853185,135.951073
442599,0.219050,0.270903,0.210084,0.206087,0.218652,0.278016,0.205930,0.186935,0.114141,0.102661,272.393200,122.352580,394.745780,14.529736,103.889379,118.419114,218.980669,102.542044,321.522713,10.675564,102.339553,113.015117,113.136867,22.865017,136.001884
442799,0.219058,0.236713,0.210091,0.227045,0.218657,0.229744,0.205917,0.177597,0.114141,0.112651,272.483456,122.401966,394.885422,14.549304,103.933497,118.482801,219.068852,102.585720,321.654572,10.678242,102.384524,113.062766,113.211170,22.877164,136.088335
442999,0.219057,0.216804,0.210095,0.219268,0.218663,0.231566,0.205897,0.161686,0.114130,0.091451,272.599762,122.454852,395.054614,14.551390,103.983427,118.534817,219.345987,102.635113,321.981100,10.681022,102.438285,113.119307,113.250036,22.889996,136.140032
443199,0.219080,0.268737,0.210124,0.273130,0.218690,0.276996,0.205876,0.159407,0.114127,0.106803,272.942487,122.510953,395.453440,14.554029,104.032489,118.586517,219.413665,102.682634,322.096299,10.692686,102.485083,113.177768,113.289832,22.902523,136.192354
443399,0.219055,0.164185,0.210142,0.249069,0.218715,0.275844,0.205850,0.148667,0.114125,0.108845,273.046280,122.569443,395.615723,14.556647,104.081837,118.638484,219.514819,102.736774,322.251593,10.694615,102.533587,113.228202,113.352592,22.915500,136.268092
443599,0.219036,0.178191,0.210159,0.248221,0.218701,0.187574,0.205816,0.131138,0.114121,0.106811,273.158597,122.624726,395.783322,14.559501,104.135279,118.694779,219.678941,102.790111,322.469052,10.697189,102.589359,113.286549,113.411350,22.927875,136.339225
443799,0.219048,0.244892,0.210189,0.277642,0.218715,0.249435,0.205813,0.199122,0.114138,0.151560,273.244023,122.674591,395.918614,14.590575,104.180455,118.771030,219.740800,102.833570,322.574370,10.699859,102.632502,113.332361,113.467431,22.939612,136.407043
443999,0.219041,0.203902,0.210206,0.248090,0.218707,0.200348,0.205785,0.142779,0.114128,0.091200,273.340764,122.728596,396.069361,14.592531,104.228651,118.821182,219.833808,102.882810,322.716618,10.702430,102.684340,113.386770,113.505539,22.951850,136.457389
444199,0.219036,0.206959,0.210237,0.279619,0.218703,0.210232,0.205785,0.204891,0.114122,0.100209,273.448322,122.781406,396.229728,14.594791,104.278835,118.873626,219.923770,102.931783,322.855553,10.717589,102.734478,113.452067,113.563340,22.964382,136.527722
444399,0.219043,0.234216,0.210257,0.253494,0.218702,0.216107,0.205789,0.216701,0.114124,0.118348,273.676431,122.832580,396.509011,14.597304,104.327801,118.925105,220.025610,102.977624,323.003234,10.719460,102.782084,113.501544,113.641290,22.976645,136.617935
444599,0.219053,0.242050,0.210270,0.238584,0.218729,0.279289,0.205794,0.216302,0.114128,0.122809,273.931328,122.884728,396.816057,14.600229,104.379457,118.979686,220.232614,103.024493,323.257108,10.722077,102.828663,113.550740,113.698999,22.989683,136.688682
444799,0.219050,0.212390,0.210272,0.215553,0.218742,0.246185,0.205785,0.185078,0.114119,0.096198,274.032551,122.933365,396.965915,14.627743,104.425155,119.052898,220.319958,103.074083,323.394041,10.724667,102.876722,113.601389,113.780283,23.001654,136.781937
444999,0.219032,0.179531,0.210258,0.179785,0.218757,0.253753,0.205786,0.207599,0.114115,0.104522,274.137084,122.987300,397.124384,14.629914,104.473338,119.103252,220.420787,103.124447,323.545234,10.727902,102.924078,113.651979,113.822430,23.014645,136.837075
445199,0.219009,0.166190,0.210238,0.164353,0.218770,0.246382,0.205803,0.245077,0.114107,0.096894,274.228444,123.044463,397.272907,14.632375,104.524850,119.157225,220.509700,103.176846,323.686546,10.751209,102.974455,113.725664,113.876502,23.026149,136.902651
445399,0.219000,0.199823,0.210235,0.204318,0.218788,0.260295,0.205828,0.261284,0.114101,0.100603,274.314449,123.090965,397.405414,14.634863,104.567954,119.202818,220.620779,103.224379,323.845159,10.753029,103.018769,113.771798,113.913560,23.037536,136.951095
445599,0.218994,0.205179,0.210231,0.201967,0.218825,0.300883,0.205876,0.311261,0.114105,0.121944,274.417212,123.142823,397.560034,14.637794,104.617176,119.254970,220.717575,103.273209,323.990784,10.755613,103.067558,113.823171,113.967851,23.049905,137.017757
445799,0.218969,0.164144,0.210212,0.166902,0.218844,0.259768,0.205900,0.260585,0.114094,0.088819,274.592017,123.195002,397.787020,14.668186,104.664346,119.332532,220.810087,103.318668,324.128755,10.758390,103.112000,113.870390,114.007001,23.061884,137.068884
445999,0.218976,0.234631,0.210210,0.207008,0.218883,0.307059,0.205948,0.312795,0.114094,0.114629,274.699172,123.254637,397.953809,14.670251,104.719755,119.390007,220.904997,103.374192,324.279189,10.761123,103.162934,113.924057,114.045280,23.074552,137.119832
446199,0.218975,0.215835,0.210208,0.205079,0.218886,0.225044,0.205935,0.177413,0.114098,0.122645,274.790729,123.315731,398.106460,14.672286,104.774921,119.447207,221.108636,103.432225,324.540861,10.768936,103.230566,113.999501,114.080809,23.086537,137.167346
446399,0.218957,0.179086,0.210191,0.170908,0.218872,0.187114,0.205906,0.141581,0.114096,0.109867,274.882915,123.366122,398.249037,14.674769,104.824451,119.499219,221.184841,103.478564,324.663405,10.770764,103.277715,114.048479,114.117405,23.097877,137.215282
446599,0.218949,0.200461,0.210179,0.183923,0.218864,0.202549,0.205875,0.136010,0.114096,0.114225,274.997382,123.417546,398.414928,14.677566,104.872348,119.549914,221.254045,103.526673,324.780718,10.773249,103.324306,114.097555,114.157710,23.110097,137.267808
446799,0.218940,0.200513,0.210175,0.202241,0.218856,0.199803,0.205849,0.147053,0.114091,0.104268,275.246697,123.467712,398.714409,14.698490,104.917413,119.615903,221.342543,103.572515,324.915058,10.775477,103.371064,114.146541,114.217098,23.122032,137.339130
446999,0.218926,0.186172,0.210184,0.229565,0.218860,0.228429,0.205825,0.152331,0.114085,0.099656,275.342325,123.518021,398.860346,14.700606,104.963727,119.664333,221.432780,103.617661,325.050441,10.778160,103.414039,114.192199,114.276997,23.134607,137.411604
447199,0.218932,0.232768,0.210180,0.202128,0.218853,0.202084,0.205808,0.169148,0.114091,0.126952,275.591734,123.580180,399.171913,14.703051,105.015317,119.718367,221.533424,103.670555,325.203979,10.792083,103.467992,114.260074,114.366279,23.147912,137.514190
447399,0.218944,0.246755,0.210173,0.193812,0.218842,0.194493,0.205785,0.153484,0.114084,0.099186,275.776256,123.657717,399.433973,14.706298,105.079992,119.786290,221.642926,103.746088,325.389014,10.794013,103.546619,114.340632,114.404695,23.161281,137.565976
447599,0.218973,0.284255,0.210186,0.240245,0.218884,0.312740,0.205771,0.174275,0.114091,0.129018,275.919175,123.709470,399.628645,14.709007,105.135451,119.844458,221.769775,103.798380,325.568155,10.796664,103.595829,114.392493,114.440774,23.172445,137.613219
447799,0.219043,0.373833,0.210234,0.316154,0.218939,0.342662,0.205769,0.201076,0.114101,0.137965,276.097166,123.761604,399.858770,14.743121,105.184136,119.927256,221.845669,103.846530,325.692199,10.799281,103.645773,114.445053,114.506628,23.185150,137.691779
447999,0.219062,0.262973,0.210258,0.264451,0.218965,0.276966,0.205747,0.157517,0.114099,0.107749,276.245823,123.811995,400.057819,14.745283,105.230621,119.975904,221.927012,103.891776,325.818788,10.802148,103.692795,114.494943,114.566690,23.197895,137.764585
448199,0.219055,0.202074,0.210267,0.231637,0.219006,0.310277,0.205737,0.183500,0.114090,0.094647,276.345256,123.860039,400.205295,14.747528,105.273759,120.021287,222.010841,103.933219,325.944060,10.812418,103.734118,114.546536,114.644371,23.209690,137.854061
448399,0.219063,0.238210,0.210292,0.264935,0.219035,0.284366,0.205748,0.228501,0.114091,0.117132,276.438877,123.908543,400.347420,14.750233,105.317206,120.067438,222.098095,103.976050,326.074145,10.814341,103.774706,114.589047,114.683284,23.221179,137.904463
448599,0.219046,0.180592,0.210310,0.250712,0.219081,0.323957,0.205737,0.182666,0.114085,0.100873,276.546939,123.971600,400.518540,14.753230,105.374197,120.127427,222.338166,104.029386,326.367551,10.817124,103.824509,114.641633,114.724037,23.233575,137.957612
448799,0.219050,0.226916,0.210318,0.228305,0.219124,0.315375,0.205747,0.227210,0.114083,0.109724,276.668874,124.056992,400.725865,14.881263,105.456623,120.337886,222.465910,104.093442,326.559353,10.820289,103.897844,114.718133,114.815283,23.246625,138.061908
448999,0.219055,0.230290,0.210334,0.246654,0.219183,0.349897,0.205754,0.222324,0.114083,0.112360,276.789072,124.142051,400.931123,14.883405,105.520220,120.403625,222.565903,104.160162,326.726064,10.824637,103.975683,114.800320,114.925833,23.259700,138.185533
449199,0.219053,0.215893,0.210336,0.215677,0.219231,0.328390,0.205760,0.219452,0.114074,0.093941,276.910492,124.248991,401.159482,14.886576,105.605677,120.492253,222.680344,104.263587,326.943930,10.845396,104.061371,114.906767,115.081119,23.274644,138.355763
449399,0.219061,0.236850,0.210338,0.214198,0.219296,0.363977,0.205775,0.238601,0.114072,0.109591,277.163892,124.406225,401.570117,14.890599,105.677925,120.568524,222.819925,104.338768,327.158693,10.847433,104.131651,114.979084,115.237470,23.293570,138.531041
449599,0.219059,0.215508,0.210326,0.183643,0.219307,0.243790,0.205771,0.197536,0.114057,0.082018,277.301220,124.503747,401.804967,14.893607,105.747627,120.641235,222.945504,104.416783,327.362287,10.850155,104.203944,115.054099,115.375970,23.311009,138.686979
449799,0.219076,0.256955,0.210335,0.229393,0.219323,0.256266,0.205783,0.232805,0.114053,0.104681,277.409025,124.590054,401.999079,14.926505,105.823487,120.749992,223.051728,104.494587,327.546315,10.852312,104.281508,115.133820,115.465110,23.322866,138.787976
449999,0.219102,0.277651,0.210368,0.284621,0.219352,0.283942,0.205801,0.244612,0.114044,0.093922,277.634372,124.685859,402.320231,14.929701,105.903633,120.833334,223.184492,104.568678,327.753170,10.855712,104.361085,115.216797,115.727794,23.346289,139.074083
450199,0.219107,0.228996,0.210376,0.229062,0.219357,0.231713,0.205817,0.242824,0.114039,0.103184,277.757561,124.795752,402.553312,14.935126,106.004041,120.939167,223.452202,104.639546,328.091748,10.885203,104.433413,115.318615,116.320755,23.373426,139.694181
450399,0.219133,0.279281,0.210404,0.273636,0.219398,0.310557,0.205862,0.307777,0.114027,0.086618,277.892619,124.967937,402.860557,14.943719,106.076071,121.019790,223.541418,104.715655,328.257073,10.889087,104.513370,115.402457,116.681041,23.428814,140.109855
450599,0.219140,0.232730,0.210439,0.288343,0.219424,0.278858,0.205893,0.276187,0.114025,0.109615,278.172850,125.059660,403.232510,14.947092,106.152232,121.099323,223.660774,104.786884,328.447658,10.891536,104.599051,115.490587,116.782970,23.444555,140.227525
450799,0.219103,0.136346,0.210457,0.252467,0.219441,0.257978,0.205893,0.204471,0.114014,0.089487,278.349943,125.122198,403.472141,14.995968,106.204516,121.200484,223.950885,104.843749,328.794634,10.897195,104.652067,115.549262,116.872534,23.457146,140.329680
450999,0.219093,0.196563,0.210473,0.245229,0.219451,0.241704,0.205901,0.223486,0.114007,0.097710,278.593950,125.178543,403.772493,14.998047,106.260057,121.258104,224.039230,104.895222,328.934452,10.902583,104.707290,115.609872,116.947390,23.469191,140.416581
451199,0.219086,0.204645,0.210516,0.308336,0.219442,0.197778,0.205896,0.196463,0.114006,0.111200,278.692855,125.243249,403.936105,15.000280,106.321752,121.322032,224.167556,104.954174,329.121730,10.919131,104.760841,115.679972,116.999147,23.481108,140.480255
451399,0.219069,0.178953,0.210554,0.295415,0.219432,0.198711,0.205885,0.179830,0.114023,0.151632,278.789976,125.293939,404.083914,15.002673,106.370020,121.372693,224.238312,105.000752,329.239065,10.921014,104.804625,115.725639,117.056155,23.492672,140.548827
451599,0.219046,0.168957,0.210587,0.285569,0.219401,0.149608,0.205856,0.140607,0.114015,0.097187,278.883216,125.348008,404.231224,15.005817,106.423953,121.429770,224.306173,105.052476,329.358649,10.923423,104.856875,115.780297,117.136798,23.505282,140.642081
451799,0.219035,0.193422,0.210599,0.238654,0.219369,0.145447,0.205845,0.181992,0.114016,0.116222,278.981200,125.400816,404.382016,15.025468,106.474267,121.499735,224.441997,105.100187,329.542185,10.926563,104.905213,115.831776,117.176801,23.518592,140.695393
451999,0.219015,0.173074,0.210595,0.200023,0.219343,0.160704,0.205841,0.196856,0.114013,0.106643,279.085473,125.462141,404.547614,15.027490,106.528679,121.556169,224.524394,105.154386,329.678780,10.929271,104.958458,115.887729,117.214903,23.530968,140.745871
452199,0.218995,0.173973,0.210577,0.171254,0.219317,0.162301,0.205816,0.149202,0.114012,0.111915,279.182678,125.516711,404.699389,15.030041,106.582097,121.612138,224.595638,105.205988,329.801627,10.941939,105.008097,115.950036,117.254900,23.543938,140.798838
452399,0.218977,0.179347,0.210569,0.191462,0.219295,0.167901,0.205793,0.151744,0.114007,0.102889,279.278659,125.569203,404.847862,15.033050,106.630451,121.663501,224.691713,105.255269,329.946982,10.943989,105.056390,116.000379,117.296162,23.556918,140.853080
452599,0.218956,0.170643,0.210568,0.207446,0.219268,0.159206,0.205775,0.166992,0.114015,0.131523,279.592565,125.622793,405.215358,15.036064,106.683721,121.719785,224.876202,105.304614,330.180816,10.946807,105.106139,116.052945,117.388161,23.569245,140.957406
452799,0.218924,0.146320,0.210556,0.184010,0.219239,0.153557,0.205758,0.167029,0.114017,0.118846,279.713283,125.697256,405.410539,15.062220,106.753158,121.815378,224.963672,105.372464,330.336136,10.950204,105.175673,116.125878,117.451199,23.583132,141.034331
452999,0.218888,0.138513,0.210532,0.156417,0.219207,0.147177,0.205737,0.157409,0.114014,0.106397,279.829510,125.768436,405.597945,15.064284,106.819738,121.884022,225.056598,105.437530,330.494128,10.953209,105.236560,116.189769,117.508625,23.595335,141.103960
453199,0.218856,0.145921,0.210515,0.173220,0.219186,0.170445,0.205722,0.172692,0.114016,0.119766,279.926437,125.836477,405.762914,15.066748,106.875083,121.941831,225.251572,105.495568,330.747140,10.985306,105.291657,116.276964,117.549310,23.608171,141.157481
453399,0.218831,0.161557,0.210499,0.173775,0.219177,0.199528,0.205709,0.174796,0.114020,0.123274,280.030468,125.902254,405.932722,15.069330,106.936788,122.006118,225.338159,105.562182,330.900340,10.987347,105.349988,116.337335,117.605607,23.620602,141.226208
453599,0.218799,0.146480,0.210485,0.178584,0.219170,0.203159,0.205695,0.174892,0.114018,0.108836,280.150526,125.963413,406.113939,15.072400,106.992971,122.065371,225.429509,105.626371,331.055880,10.989913,105.411850,116.401764,117.645770,23.633415,141.279184
453799,0.218787,0.192542,0.210471,0.178165,0.219149,0.170953,0.205674,0.158027,0.114013,0.103512,280.248019,126.022763,406.270782,15.107380,107.043874,122.151254,225.523354,105.676560,331.199915,10.992443,105.472214,116.464656,117.756504,23.645835,141.402340
453999,0.218779,0.200782,0.210475,0.219408,0.219150,0.222693,0.205665,0.184807,0.114026,0.142117,280.555989,126.086272,406.642260,15.109455,107.103561,122.213016,225.642576,105.737360,331.379936,10.995551,105.533339,116.528889,117.813650,23.658571,141.472221
454199,0.218784,0.229305,0.210473,0.206151,0.219143,0.201244,0.205659,0.191310,0.114019,0.099356,280.785568,126.202070,406.987638,15.112572,107.194933,122.307505,225.864915,105.826421,331.691336,11.024835,105.618170,116.643004,117.859298,23.673924,141.533222
454399,0.218771,0.188605,0.210456,0.171717,0.219101,0.124743,0.205621,0.120288,0.114010,0.093763,280.955638,126.264766,407.220404,15.115386,107.251432,122.366819,225.951674,105.896426,331.848100,11.026526,105.677666,116.704191,117.918849,23.685736,141.604585
454599,0.218783,0.247358,0.210454,0.206881,0.219096,0.208831,0.205605,0.168938,0.114008,0.107878,281.144724,126.421630,407.566354,15.119406,107.349934,122.469340,226.183652,106.003826,332.187478,11.031565,105.797441,116.829006,118.195746,23.725771,141.921517
454799,0.218787,0.228065,0.210466,0.236119,0.219106,0.240480,0.205583,0.156128,0.114014,0.129353,281.416663,126.532083,407.948746,15.144904,107.453997,122.598901,226.307820,106.075611,332.383431,11.036061,105.872855,116.908916,118.325394,23.742725,142.068119
454999,0.218842,0.341995,0.210498,0.283662,0.219154,0.329429,0.205560,0.153316,0.114015,0.116588,281.669830,126.660546,408.330376,15.147510,107.543534,122.691044,226.455675,106.169502,332.625177,11.039309,105.983771,117.023081,118.486196,23.767032,142.253228
455199,0.218872,0.288794,0.210515,0.249489,0.219169,0.252768,0.205590,0.273909,0.114026,0.138748,281.809367,126.768645,408.578011,15.150359,107.631521,122.781880,226.599995,106.255989,332.855984,11.074765,106.086048,117.160813,118.554278,23.782878,142.337156
455399,0.218893,0.266283,0.210550,0.289907,0.219189,0.264743,0.205653,0.349783,0.114029,0.119244,281.964099,126.887368,408.851467,15.153185,107.711744,122.864930,226.861918,106.340747,333.202665,11.077195,106.168623,117.245818,118.752542,23.803986,142.556528
455599,0.218887,0.205740,0.210548,0.206214,0.219199,0.241992,0.205696,0.301457,0.114018,0.089152,282.109461,126.992925,409.102386,15.158756,107.796621,122.955377,226.992162,106.423323,333.415485,11.081615,106.258922,117.340537,118.923421,23.822473,142.745894
455799,0.218891,0.227621,0.210599,0.325885,0.219215,0.254882,0.205760,0.352697,0.114016,0.109222,282.302270,127.233593,409.535863,15.205989,107.918427,123.124416,227.108747,106.533817,333.642565,11.085296,106.371435,117.456731,119.271608,23.845210,143.116818
455999,0.218908,0.257907,0.210636,0.295067,0.219227,0.246700,0.205804,0.305770,0.114022,0.128605,282.490305,128.507844,410.998149,15.208769,108.033774,123.242543,227.299239,106.655216,333.954455,11.090343,106.470521,117.560864,119.550411,23.867198,143.417608
456199,0.218944,0.300837,0.210681,0.314635,0.219261,0.297036,0.205847,0.303970,0.114024,0.118557,282.626072,128.643353,411.269425,15.211892,108.115406,123.327298,227.469625,106.744695,334.214320,11.127673,106.570176,117.697848,119.671254,23.883859,143.555113
456399,0.218979,0.298802,0.210718,0.294221,0.219286,0.277276,0.205876,0.271948,0.114027,0.121541,282.926796,128.748019,411.674815,15.215868,108.215277,123.431145,227.797708,106.830518,334.628226,11.130109,106.656275,117.786385,119.815853,23.899787,143.715640
456599,0.218968,0.192115,0.210755,0.295297,0.219298,0.246150,0.205909,0.280408,0.114021,0.100818,283.243998,128.839377,412.083375,15.218368,108.296357,123.514725,227.925680,106.914434,334.840113,11.132825,106.733364,117.866189,119.948271,23.914687,143.862958
456799,0.218984,0.255709,0.210800,0.314785,0.219339,0.311461,0.205985,0.381363,0.114022,0.116370,283.557782,128.957006,412.514788,15.249135,108.361511,123.610646,228.108150,106.981889,335.090039,11.138589,106.805853,117.944441,120.023642,23.929072,143.952714
456999,0.219001,0.257661,0.210801,0.211508,0.219353,0.251606,0.206024,0.293884,0.114025,0.119417,283.742525,129.011586,412.754112,15.251208,108.415427,123.666634,228.190453,107.034666,335.225119,11.141730,106.854893,117.996624,120.094415,23.941891,144.036306
457199,0.218999,0.216245,0.210787,0.179701,0.219367,0.251845,0.206033,0.226016,0.114027,0.118867,283.887567,129.065005,412.952571,15.253575,108.464299,123.717874,228.269107,107.083587,335.352694,11.164568,106.903078,118.067647,120.133473,23.953689,144.087162
457399,0.218999,0.218808,0.210790,0.216363,0.219385,0.259935,0.206073,0.299480,0.114033,0.128323,284.037854,129.143133,413.180987,15.256442,108.525648,123.782090,228.394496,107.175576,335.570073,11.166532,106.973295,118.139827,120.191638,23.966576,144.158214
457599,0.218982,0.178856,0.210794,0.221410,0.219370,0.185061,0.206113,0.297329,0.114029,0.103563,284.164023,129.219440,413.383463,15.259026,108.595186,123.854212,228.468767,107.236294,335.705061,11.168943,107.029833,118.198776,120.255841,23.979083,144.234924
457799,0.218985,0.225610,0.210806,0.238786,0.219358,0.191858,0.206132,0.249350,0.114036,0.130901,284.311663,129.328562,413.640225,15.277709,108.671971,123.949680,228.592765,107.313137,335.905902,11.171959,107.106104,118.278062,120.354438,24.092086,144.446523
457999,0.218978,0.203351,0.210800,0.195433,0.219350,0.203039,0.206162,0.274600,0.114029,0.098049,284.570480,129.685198,414.255678,15.281593,108.846603,124.128196,228.833829,107.466383,336.300212,11.175096,107.217663,118.392759,121.067420,24.172277,145.239697
458199,0.218955,0.167346,0.210788,0.184309,0.219337,0.189666,0.206155,0.189501,0.114036,0.130021,284.843578,129.846686,414.690264,15.284780,108.946446,124.231226,229.092640,107.572823,336.665463,11.193965,107.311304,118.505270,121.693228,24.218972,145.912200
458399,0.218937,0.177275,0.210762,0.150879,0.219331,0.204301,0.206135,0.161675,0.114039,0.121794,284.999496,130.028923,415.028419,15.290360,109.030728,124.321088,229.268173,107.651428,336.919601,11.198361,107.383152,118.581513,122.234910,24.285888,146.520798
458599,0.218932,0.208341,0.210759,0.203535,0.219326,0.208968,0.206133,0.200695,0.114040,0.115670,285.116479,130.156167,415.272646,15.294469,109.101422,124.395892,229.358678,107.717807,337.076485,11.200667,107.454868,118.655534,122.624790,24.307444,146.932234
458799,0.218933,0.220964,0.210755,0.202747,0.219326,0.218398,0.206123,0.183465,0.114040,0.112797,285.224732,130.252460,415.477192,15.326677,109.180435,124.507113,229.502458,107.793375,337.295833,11.203446,107.518911,118.722357,122.901606,24.346197,147.247803
458999,0.218932,0.214818,0.210756,0.211784,0.219324,0.214483,0.206111,0.178223,0.114034,0.100627,285.330846,130.314666,415.645512,15.328887,109.236589,124.565476,229.594130,107.847436,337.441567,11.207521,107.572785,118.780305,122.977248,24.358316,147.335563
459199,0.218935,0.228069,0.210749,0.195871,0.219301,0.167449,0.206115,0.214350,0.114036,0.120406,285.554382,130.373657,415.928039,15.331140,109.289333,124.620473,229.754843,107.896619,337.651462,11.230591,107.620684,118.851275,123.032771,24.369954,147.402725
459399,0.218971,0.299646,0.210764,0.243702,0.219264,0.134778,0.206145,0.276701,0.114022,0.081923,285.659868,130.425223,416.085090,15.333302,109.338076,124.671378,229.818000,107.944700,337.762700,11.232391,107.666852,118.899243,123.090038,24.381404,147.471442
459599,0.218981,0.242936,0.210778,0.243022,0.219241,0.165203,0.206182,0.289361,0.114023,0.114708,285.924264,130.481132,416.405396,15.335929,109.392202,124.728131,229.902720,108.000305,337.903025,11.235091,107.719348,118.954440,123.126397,24.393578,147.519975
459799,0.218963,0.177059,0.210808,0.281148,0.219216,0.162816,0.206210,0.272531,0.114021,0.109475,286.024911,130.538240,416.563151,15.362994,109.444752,124.807746,230.098031,108.053148,338.151178,11.237681,107.775583,119.013264,123.183832,24.406046,147.589878
459999,0.218961,0.213635,0.210867,0.345979,0.219223,0.235302,0.206260,0.319718,0.114035,0.146556,286.118332,130.589056,416.707388,15.364648,109.494816,124.859465,230.177959,108.100906,338.278865,11.240129,107.823147,119.063276,123.242810,24.416903,147.659713
460199,0.218982,0.267886,0.210933,0.363600,0.219237,0.250939,0.206257,0.199975,0.114039,0.123465,286.307004,130.639475,416.946479,15.368994,109.543634,124.912628,230.258520,108.150370,338.408890,11.259955,107.872255,119.132210,123.296554,24.428147,147.724701
460399,0.218976,0.206793,0.210978,0.312978,0.219234,0.211575,0.206237,0.159894,0.114032,0.097643,286.397135,130.695853,417.092988,15.371096,109.596498,124.967594,230.343277,108.201016,338.544293,11.261611,107.926642,119.188253,123.347185,24.439461,147.786647
460599,0.218989,0.248626,0.211022,0.313854,0.219239,0.231788,0.206224,0.176007,0.114038,0.127786,286.665214,130.777924,417.443139,15.375269,109.673493,125.048762,230.457752,108.274212,338.731965,11.264015,108.001120,119.265135,123.427691,24.453318,147.881010
460799,0.218988,0.216480,0.211031,0.230769,0.219240,0.220307,0.206228,0.215012,0.114036,0.110091,286.825111,130.840863,417.665973,15.409470,109.732991,125.142461,230.585877,108.336725,338.922602,11.266483,108.059548,119.326031,123.640417,24.466973,148.107389
